trial_id,kind,gt_miou,best_so_far,regret_vs_ceiling,k_y,r_surface_min,hough_oblique_threshold,hough_horizontal_threshold,line_merge_distance,line_snap_tolerance_px,segmentation_slot_inset_y,r_surface_min_ceiling_ref
32,bo,0.07717256973711692,0.26075215661072715,0.6137478433892729,2.877198517706953,3.6443,23.0,23.0,11.134,61.0628,0.9759,3.7349
33,bo,0.3070836820359697,0.3070836820359697,0.5674163179640304,2906.4453004235693,3.6959,59.0,115.0,8.821,67.5387,5.5806,3.7349
34,bo,0.17449899625623105,0.3070836820359697,0.5674163179640304,2850.89815436774,3.6741,64.0,114.0,5.807,74.8626,14.1384,3.7349
35,bo,0.07800920809100002,0.3070836820359697,0.5674163179640304,2885.9551664966452,3.6159,72.0,119.0,7.0766,20.9797,13.6627,3.7349
36,bo,0.11370067992065261,0.3070836820359697,0.5674163179640304,2900.467149734471,3.5999,90.0,44.0,2.2724,46.3866,16.3816,3.7349
37,bo,0.09068527491814955,0.3070836820359697,0.5674163179640304,2992.765809602208,3.6344,64.0,21.0,9.8216,62.4928,19.156,3.7349
38,bo,0.13805135842863217,0.3070836820359697,0.5674163179640304,2869.429157050745,3.6382,51.0,116.0,9.9395,70.2709,7.7396,3.7349
39,bo,0.15938163851380982,0.3070836820359697,0.5674163179640304,2902.3722467830435,3.6115,40.0,114.0,1.246,6.6071,4.5157,3.7349
40,bo,0.10134604472573153,0.3070836820359697,0.5674163179640304,3035.543602827648,3.6251,38.0,119.0,9.3678,78.1252,5.4627,3.7349
41,bo,0.15280807456272652,0.3070836820359697,0.5674163179640304,2943.834824300547,3.6862,69.0,114.0,1.84,40.0143,3.837,3.7349
42,bo,0.1620044323629377,0.3070836820359697,0.5674163179640304,2901.755487641794,3.6354,78.0,24.0,5.615,63.3644,16.7973,3.7349
43,bo,0.090191796468978,0.3070836820359697,0.5674163179640304,6.799083563476516,3.7178,16.0,50.0,11.9322,77.9436,14.4282,3.7349
44,bo,0.10343194060581387,0.3070836820359697,0.5674163179640304,2846.75493576554,3.6626,43.0,117.0,7.6587,62.7212,21.0433,3.7349
45,bo,0.1695635908573561,0.3070836820359697,0.5674163179640304,2767.3404130333975,3.7422,88.0,22.0,5.3869,52.7186,17.6394,3.7349
46,bo,0.2095480799995534,0.3070836820359697,0.5674163179640304,2986.012745366374,3.6324,36.0,116.0,2.5915,27.7498,11.7424,3.7349
47,bo,0.07083271172984731,0.3070836820359697,0.5674163179640304,2818.094426315667,3.694,55.0,119.0,4.7622,17.8506,12.8924,3.7349
48,bo,0.11474422478896618,0.3070836820359697,0.5674163179640304,3018.363282390579,3.6094,86.0,63.0,2.2853,41.7148,2.6201,3.7349
49,bo,0.22980286591640448,0.3070836820359697,0.5674163179640304,2862.0135271028907,3.7064,81.0,114.0,6.9846,21.6473,8.8919,3.7349
50,bo,0.18368180298470982,0.3070836820359697,0.5674163179640304,3006.9430599150883,3.5957,59.0,116.0,5.2752,20.9767,5.4387,3.7349
51,bo,0.07436485909479078,0.3070836820359697,0.5674163179640304,2922.979667680721,3.6816,19.0,64.0,9.5512,69.6861,0.8521,3.7349
52,bo,0.2054912556011511,0.3070836820359697,0.5674163179640304,2908.024397430405,3.6955,80.0,116.0,4.5451,57.9828,4.9275,3.7349
53,bo,0.14793155250295023,0.3070836820359697,0.5674163179640304,2988.2466927163196,3.6782,65.0,115.0,6.0013,55.2037,12.6554,3.7349
54,bo,0.10493976393230757,0.3070836820359697,0.5674163179640304,3029.416096645503,3.6705,69.0,119.0,7.764,30.841,1.4783,3.7349
55,bo,0.21688814683538643,0.3070836820359697,0.5674163179640304,2943.3748351052013,3.682,45.0,24.0,9.1734,69.778,21.4737,3.7349
56,bo,0.07267675479414377,0.3070836820359697,0.5674163179640304,2948.902341831669,3.739,80.0,115.0,9.5171,70.9647,16.5637,3.7349
57,bo,0.1689563249787932,0.3070836820359697,0.5674163179640304,2616.5252298680707,3.7213,31.0,120.0,11.142,11.3668,21.0834,3.7349
58,bo,0.1573274667343904,0.3070836820359697,0.5674163179640304,2834.4151382844466,3.6101,39.0,116.0,6.3908,64.7865,11.6635,3.7349
59,bo,0.08848943529450062,0.3070836820359697,0.5674163179640304,189.20865507508802,3.7318,56.0,86.0,2.1748,78.3918,17.3762,3.7349
