trial_id,kind,gt_miou,best_so_far,regret_vs_ceiling,k_y,r_surface_min,hough_oblique_threshold,hough_horizontal_threshold,line_merge_distance,line_snap_tolerance_px,segmentation_slot_inset_y,r_surface_min_ceiling_ref
0,gt_layout_ceiling_r,0.3704177138991218,0.3704177138991218,0.5246822861008782,2105.106134035286,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
1,gt_layout_otsu_r,0.36835772756224705,0.3704177138991218,0.5246822861008782,2105.106134035286,2.4726,37.0,50.0,3.0,20.0,0.0,2.7274
2,intrinsic_r_otsu,0.30372537059774185,0.3704177138991218,0.5246822861008782,2160.3299325857292,2.4726,77.0,98.0,6.1473,27.7274,6.9606,2.7274
3,random,0.13411640707293507,0.3704177138991218,0.5246822861008782,1538.1837131304264,2.4009,31.0,28.0,7.7379,8.2957,0.892,2.7274
4,random,0.22355157525554142,0.3704177138991218,0.5246822861008782,1611.2080235241992,2.6296,29.0,86.0,3.2067,32.7152,0.0934,2.7274
5,random,0.11658223006166898,0.3704177138991218,0.5246822861008782,533.8174961483361,2.4614,22.0,70.0,6.5855,70.3505,9.0316,2.7274
6,random,0.21332321345372268,0.3704177138991218,0.5246822861008782,204.7736759460605,2.3469,59.0,77.0,8.018,55.7338,3.7697,2.7274
7,random,0.19444828237684314,0.3704177138991218,0.5246822861008782,827.9330520828327,2.6832,81.0,83.0,2.4478,68.3806,23.6237,2.7274
8,random,0.21521992340632576,0.3704177138991218,0.5246822861008782,1968.9493750016622,2.0551,63.0,73.0,5.1392,35.8216,5.9872,2.7274
9,random,0.2563532920705708,0.3704177138991218,0.5246822861008782,3028.2122008256406,2.4074,17.0,24.0,11.6386,54.3321,10.7055,2.7274
10,random,0.2472363014914635,0.3704177138991218,0.5246822861008782,3016.4286247998602,2.6154,83.0,27.0,11.2676,5.3884,18.8244,2.7274
11,random,0.28214544252582047,0.3704177138991218,0.5246822861008782,472.65656213116176,2.2785,69.0,35.0,3.1837,32.2345,4.4852,2.7274
12,perturb_wrong_r_low,0.36835772756224705,0.3704177138991218,0.5246822861008782,2105.106134035286,2.0637,37.0,50.0,3.0,20.0,0.0,2.7274
13,perturb_wrong_r_high,0.3683840279546547,0.3704177138991218,0.5246822861008782,2105.106134035286,2.7166,37.0,50.0,3.0,20.0,0.0,2.7274
14,perturb_offset_shift,0.36552264899415726,0.3704177138991218,0.5246822861008782,2105.106134035286,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
15,perturb_misaligned,0.6665087165649366,0.6665087165649366,0.2285912834350634,2149.703941631343,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
16,perturb_ambiguous_lines,0.3704177138991218,0.6665087165649366,0.2285912834350634,2105.106134035286,2.7274,37.0,50.0,11.8293,77.1061,0.0,2.7274
17,perturb_small_segment,0.3466035567689873,0.6665087165649366,0.2285912834350634,2105.106134035286,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
18,perturb_guardrail_smoke,0.13338609713077548,0.6665087165649366,0.2285912834350634,69.12,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
19,perturb_weak_hough,0.3704177138991218,0.6665087165649366,0.2285912834350634,2105.106134035286,2.7274,85.0,112.0,3.0,20.0,0.0,2.7274
20,perturb_wrong_k,0.18496499496758625,0.6665087165649366,0.2285912834350634,2712.8434745341483,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
21,perturb_wrong_k,0.17671353935681217,0.6665087165649366,0.2285912834350634,1600.991104270163,2.7274,37.0,50.0,3.0,20.0,0.0,2.7274
