trial_id,kind,gt_miou,best_so_far,regret_vs_ceiling,k_y,r_surface_min,hough_oblique_threshold,hough_horizontal_threshold,line_merge_distance,line_snap_tolerance_px,segmentation_slot_inset_y,r_surface_min_ceiling_ref
0,gt_layout_ceiling_r,0.8282975144376041,0.8282975144376041,0.04620248556239592,522.6503075772691,3.7349,37.0,50.0,3.0,20.0,0.0,3.7349
1,gt_layout_otsu_r,0.8216328539089897,0.8282975144376041,0.04620248556239592,522.6503075772691,3.5949,37.0,50.0,3.0,20.0,0.0,3.7349
2,intrinsic_r_otsu,0.23243416520487548,0.8282975144376041,0.04620248556239592,2906.6939197117013,3.5949,75.0,61.0,4.3334,25.8819,6.3717,3.7349
3,random,0.06853398966963636,0.8282975144376041,0.04620248556239592,2346.149404154483,3.7396,61.0,15.0,1.3925,43.6167,11.6552,3.7349
4,random,0.15484558061501755,0.8282975144376041,0.04620248556239592,2925.9020833831987,3.7338,43.0,10.0,10.1305,16.5846,6.69,3.7349
5,random,0.12463268148848039,0.8282975144376041,0.04620248556239592,2370.5272658881677,3.6186,42.0,76.0,1.6518,34.0724,8.0759,3.7349
6,random,0.09838488798359588,0.8282975144376041,0.04620248556239592,3795.972182758702,3.6289,48.0,36.0,5.4275,12.2528,24.1957,3.7349
7,random,0.0706440455981904,0.8282975144376041,0.04620248556239592,3123.708006142475,3.6234,58.0,26.0,3.1171,74.5929,13.8082,3.7349
8,random,0.07959201687159376,0.8282975144376041,0.04620248556239592,4110.864558013585,3.6537,50.0,70.0,4.5438,61.3494,0.6299,3.7349
9,random,0.1911204297667768,0.8282975144376041,0.04620248556239592,141.12886888611908,3.7384,59.0,85.0,4.9096,43.9324,19.1312,3.7349
10,random,0.10411100196062333,0.8282975144376041,0.04620248556239592,702.439593057192,3.6307,16.0,79.0,9.7233,43.4753,18.1462,3.7349
11,random,0.07051329326302593,0.8282975144376041,0.04620248556239592,923.1233381659287,3.7364,86.0,59.0,11.7843,43.6642,13.0292,3.7349
12,perturb_guardrail_smoke,0.14105064236077264,0.8282975144376041,0.04620248556239592,93.0,3.7349,37.0,50.0,3.0,20.0,0.0,3.7349
13,perturb_wrong_r_low,0.8216328539089897,0.8282975144376041,0.04620248556239592,522.6503075772691,3.6028,37.0,50.0,3.0,20.0,0.0,3.7349
14,perturb_wrong_k,0.1600090118844753,0.8282975144376041,0.04620248556239592,0.0,3.7349,37.0,50.0,3.0,20.0,0.0,3.7349
15,perturb_ambiguous_lines,0.8282975144376041,0.8282975144376041,0.04620248556239592,522.6503075772691,3.7349,37.0,50.0,10.7641,77.8179,0.0,3.7349
16,perturb_wrong_r_high,0.6633866502146644,0.8282975144376041,0.04620248556239592,522.6503075772691,3.7448,37.0,50.0,3.0,20.0,0.0,3.7349
17,perturb_wrong_k,0.07806800866755105,0.8282975144376041,0.04620248556239592,1263.9597871532637,3.7349,37.0,50.0,3.0,20.0,0.0,3.7349
18,perturb_offset_shift,0.1576877109199616,0.8282975144376041,0.04620248556239592,522.6503075772691,3.7349,37.0,50.0,3.0,20.0,0.0,3.7349
