ring_key,n_trials,ceiling_reference,best_bo_miou,regret_vs_ceiling,miou_std,experience_gate_passed,n_oracle_trials,best_r_surface_min
1-1/r20,60,0.8828,0.5333374422857214,0.3494625577142786,0.10539128973737147,True,0,2.632
1-4/r206,120,0.9351,0.3794396976199277,0.5556603023800724,0.0692176202622731,True,0,
1-5/r271,60,0.8951,0.3772668690510548,0.5178331309489452,0.06793180546407221,True,0,2.0289
4-1/r116,60,0.9051,0.3800383222950871,0.5250616777049129,0.07349563348347107,True,0,3.0371
4-6/r283,120,0.8686,0.2992743865009365,0.5693256134990635,0.06634696164749718,True,0,3.7359
5-5/r258,60,0.8745,0.3070836820359697,0.5674163179640304,0.05887709034842861,True,0,3.6959
