trial_id,tunnel_id,ring_id,case_id,kind,k_y,per_ring_offsets,r_surface_min_ceiling_ref,gt_miou,best_so_far,regret_vs_ceiling,search_x,hough_threshold,hough_oblique_threshold,hough_horizontal_threshold,merge_distance_threshold,line_merge_distance,single_ring_visual_slot_snap_px,line_snap_tolerance_px,slot_inset_y,segmentation_slot_inset_y,agent_error,n_reclassified_by_r_filter,r_surface_min,r_surface_min_frac,r_surface_min_otsu_ref,k_y_frac,arc_width_entropy,order_branch,branch_is_minus,direction_score_plus,direction_score_minus,direction_margin,direction_select_enabled,det_k_count_match,det_k_confidence_avg,det_block_count_per_ring,det_y_coverage_pct,det_min_y_gap_px,det_y_order_consistency,det_ready_for_segmentation,det_guardrail_violations,bo_surrogate_mean,bo_surrogate_std,ei_value
68,4-6,283,4-6/r283,bo,1682.355828702615,"{""0"": {""K"": 0.0, ""B1"": 1484.950325379783, ""A1"": 31.70187374631886, ""A2"": 2514.865998298375, ""A3"": 2190.801957745045, ""A4"": 3505.0515159161228, ""B2"": 1148.071218255292}}",3.7343,0.1762879585942274,0.8055310465609322,0.06306895343906782,"[0.36179695240916454, 0.8312140010652292, 0.31934415599565225, 0.006817607257272873, 0.5408313974835215, 0.4711402059666764, 0.7537745195518544, 0.24689703618393377, 0.11316912192428052, 0.47280164219970455, 0.1732990495893567, 0.872621810213971, 0.0615529380765083, 0.16167707338161286]",23.0,23.0,62.0,2.9063,2.9063,70.4466,70.4466,1.5388,1.5388,False,0,3.7379,0.159555,2.9953,0.36179695240916454,1.8722125368141018,minus,True,1.8913092828348437,2.260336359570753,0.3690270767359092,True,True,1.0,True,100.0,31.699999999999818,0.0,True,[],0.28527649872966604,0.14782399810628832,6.093419968795523e-06
69,4-6,283,4-6/r283,bo,1613.7510280989743,"{""0"": {""K"": 0.0, ""B1"": 3993.731307643521, ""A1"": 1042.239852209471, ""A2"": 1873.4000160944317, ""A3"": 4280.442644159846, ""A4"": 3192.3406635512197, ""B2"": 4342.713134599172}}",3.7343,0.2424668396087526,0.8055310465609322,0.06306895343906782,"[0.3470432318492418, 0.045739393952515583, 0.8588669478803271, 0.2241376026256927, 0.40288172389127563, 0.9205252998193217, 0.6865248738819827, 0.9339168031396069, 0.565501498625976, 0.9769187464244022, 0.8016548585990796, 0.10102879295848999, 0.48878881247528283, 0.8560577016187019]",57.0,57.0,117.0,9.8182,9.8182,12.5772,12.5772,12.2197,12.2197,False,0,3.7536,0.856779,2.9953,0.3470432318492418,1.7240916554005479,plus,False,-0.7559716801387805,-0.7758700164493756,0.01989833631059512,True,True,1.0,True,100.0,62.299999999999955,0.0,True,[],0.27184885422479366,0.13545150281185028,9.101222660848296e-07
70,4-6,283,4-6/r283,bo,1799.0537186216209,"{""0"": {""K"": 0.0, ""B1"": 3876.2231148329797, ""A1"": 957.2289704470784, ""A2"": 4418.964045246882, ""A3"": 2760.7869089319747, ""A4"": 3386.0218059546623, ""B2"": 4192.117306208605}}",3.7343,0.2641434841682946,0.8055310465609322,0.06306895343906782,"[0.38689327282185393, 0.11238195019411945, 0.833596368781286, 0.20585569256926417, 0.9503148484401897, 0.5937176148240806, 0.7281767324633682, 0.9015306034857217, 0.7810465628066213, 0.8239114233990426, 0.05371287679614756, 0.8139903852969996, 0.7631490887583329, 0.08621872214147686]",74.0,74.0,101.0,1.5908,1.5908,66.0493,66.0493,19.0787,19.0787,False,0,3.7362,0.084059,2.9953,0.38689327282185393,1.706887226070536,plus,False,-0.2241341259900555,-0.15460442566727867,0.06952970032277683,True,True,1.0,True,100.0,226.79999999999995,0.0,True,[],0.25941360693848087,0.14332197111434544,1.7302072779512985e-06
71,4-6,283,4-6/r283,bo,1781.1934810527343,"{""0"": {""K"": 0.0, ""B1"": 2936.1785387014756, ""A1"": 806.2699794778118, ""A2"": 3786.405691665781, ""A3"": 3686.5387518946886, ""A4"": 3649.52421048642, ""B2"": 1971.858148643694}}",3.7343,0.14925954773721467,0.8055310465609322,0.06306895343906782,"[0.38305236151671707, 0.05942450360693963, 0.6314362448820378, 0.17339139343608856, 0.8142807939066196, 0.7928040326655245, 0.7848439162336387, 0.42405551583735357, 0.09888053112820427, 0.8589057669711373, 0.7743246601482527, 0.5463039135718365, 0.8427694218611691, 0.41334374368304305]",22.0,22.0,104.0,9.5176,9.5176,45.9728,45.9728,21.0692,21.0692,False,0,3.7436,0.412687,2.9953,0.38305236151671707,1.917524275965513,plus,False,0.2065300811981406,-0.050145829243373435,0.25667591044151405,True,True,1.0,True,100.0,37.0,0.0,True,[],0.23271775764400723,0.1428751583427846,7.166485935938951e-07
72,4-6,283,4-6/r283,bo,1536.5534032168016,"{""0"": {""K"": 0.0, ""B1"": 4329.421633512881, ""A1"": 603.1248582198045, ""A2"": 1936.108601453476, ""A3"": 1685.0777160027321, ""A4"": 2493.3429827677805, ""B2"": 2872.517330168521}}",3.7343,0.25866453757113717,0.8055310465609322,0.06306895343906782,"[0.33044159208963475, 0.5397262932492237, 0.9310584158092218, 0.1297042705849042, 0.41636744117279056, 0.3623823045167166, 0.5362027919930711, 0.6177456624018325, 0.33083873356194005, 0.20076843784725573, 0.10326545562772227, 0.12116834733199922, 0.3844159026326973, 0.28506054851415064]",40.0,40.0,32.0,2.1359,2.1359,14.0876,14.0876,9.6104,9.6104,False,0,3.7407,0.283901,2.9953,0.33044159208963475,1.6567378821385463,plus,False,1.6982691413628654,0.5722018611197768,1.1260672802430887,True,True,1.0,True,100.0,251.0999999999999,0.0,True,[],0.2403196975063074,0.14034529317213473,6.450343327739859e-07
73,4-6,283,4-6/r283,bo,1762.2910442247685,"{""0"": {""K"": 0.0, ""B1"": 1016.031510559448, ""A1"": 46.24480331567146, ""A2"": 2715.080582676012, ""A3"": 335.00920466693617, ""A4"": 3475.4022450971233, ""B2"": 1429.4526935163885}}",3.7343,0.1146783241390189,0.8055310465609322,0.06306895343906782,"[0.37898732133865987, 0.8951671988837209, 0.21850140012031138, 0.009945118992617519, 0.58388829734968, 0.07204499025095401, 0.7473983322789512, 0.30740918140137385, 0.7340671471839856, 0.2625491742241315, 0.6551246841454554, 0.8136740579573472, 0.044418522568588914, 0.1413077188579569]",70.0,70.0,39.0,8.2064,8.2064,66.0256,66.0256,1.1105,1.1105,False,0,3.7375,0.141791,2.9953,0.37898732133865987,1.8938855957873193,plus,False,2.7459004577384074,1.900481671585992,0.8454187861524154,True,True,1.0,True,100.0,46.200000000000045,0.0,True,[],0.3327672537821646,0.15466420940285328,3.8249020451306575e-05
74,4-6,283,4-6/r283,bo,1336.8966207049623,"{""0"": {""K"": 0.0, ""B1"": 4003.269338148321, ""A1"": 1474.6071466695848, ""A2"": 2713.1356914082944, ""A3"": 4518.025469936288, ""A4"": 3051.0512104184236, ""B2"": 2838.6878985055782}}",3.7343,0.16779904053953848,0.8055310465609322,0.06306895343906782,"[0.2875046496139704, 0.8335430557560224, 0.860918137236198, 0.31711981648808274, 0.5834700411630741, 0.9716183806314597, 0.6561400452512739, 0.6104705158076512, 0.3851985742890335, 0.24801002119039217, 0.08192298973845602, 0.9661918935594513, 0.311640801259112, 0.4809443415747333]",44.0,44.0,37.0,1.9012,1.9012,77.4644,77.4644,7.791,7.791,False,0,3.7451,0.479301,2.9953,0.2875046496139704,1.8557902968837476,plus,False,-1.4384743182852482,-1.1995848564033094,0.23888946188193882,True,True,1.0,True,100.0,125.60000000000036,0.0,True,[],0.24278852711936258,0.1571471222886846,5.121180019680309e-06
75,4-6,283,4-6/r283,bo,1727.6823792571563,"{""0"": {""K"": 0.0, ""B1"": 3702.664738346243, ""A1"": 2795.7271983647156, ""A2"": 1057.310746262469, ""A3"": 4011.323922595625, ""A4"": 3090.6361715109842, ""B2"": 1752.4013425494124}}",3.7343,0.1891193880152563,0.8055310465609322,0.06306895343906782,"[0.37154459768971104, 0.6940860869041077, 0.7962719867411275, 0.6012316555623044, 0.22737865511020838, 0.862650305934543, 0.6646529401098891, 0.3768605037740672, 0.7532896168003141, 0.23201134374994015, 0.5123954369489182, 0.7902294192910356, 0.047564283402961816, 0.06456462723279444]",71.0,71.0,36.0,6.6363,6.6363,64.2672,64.2672,1.1891,1.1891,False,0,3.7358,0.066296,2.9953,0.37154459768971104,1.9396022815180356,plus,False,-0.1661838079612667,-1.221470862439737,1.0552870544784703,True,True,1.0,True,100.0,294.90000000000055,0.0,True,[],0.2557338447945176,0.15539031642608295,6.015392729188365e-06
76,4-6,283,4-6/r283,bo,1629.271268638926,"{""0"": {""K"": 0.0, ""B1"": 453.78841267010256, ""A1"": 2590.816875425842, ""A2"": 4040.247334929736, ""A3"": 1817.421954023054, ""A4"": 3307.9787999334017, ""B2"": 1141.4375534166782}}",3.7343,0.23533256505085462,0.8055310465609322,0.06306895343906782,"[0.35038091798686577, 0.3874119152375166, 0.09758890595055969, 0.5571649194464177, 0.8688703946085454, 0.3908434309726998, 0.7113932903082584, 0.24547044159498455, 0.23132710394108846, 0.1485663498417218, 0.4737604476178552, 0.1972120022996976, 0.10851475485863982, 0.272241707126032]",32.0,32.0,26.0,6.2114,6.2114,19.7909,19.7909,2.7129,2.7129,False,0,3.7404,0.270578,2.9953,0.35038091798686577,1.831710061226441,plus,False,3.340063291878022,3.3883707859694923,0.04830749409147028,True,True,1.0,True,100.0,453.79999999999995,0.0,True,[],0.26453257552556697,0.15402425279214838,6.603995630223073e-06
77,4-6,283,4-6/r283,bo,1824.5229559119105,"{""0"": {""K"": 0.0, ""B1"": 2784.02018916941, ""A1"": 3719.273234156712, ""A2"": 1663.2077495913838, ""A3"": 4307.9364773564685, ""A4"": 3056.8783040345675, ""B2"": 3894.5135475686598}}",3.7343,0.3151658616030778,0.8055310465609322,0.06306895343906782,"[0.39237052815309903, 0.042549732067895474, 0.5987140191762172, 0.7998437062702607, 0.35767908593363096, 0.9264379521196707, 0.6573931836633479, 0.8375297951760559, 0.8172953676892781, 0.9724570971601117, 0.47834510507107997, 0.057847808028777425, 0.003923019933136818, 0.16194134718345143]",76.0,76.0,117.0,6.2618,6.2618,9.3386,9.3386,0.0981,0.0981,False,0,3.738,0.163996,2.9953,0.39237052815309903,1.8017273460047065,plus,False,-1.6941319601177238,-1.80842996741841,0.11429800730068607,True,True,1.0,True,100.0,175.20000000000005,0.0,True,[],0.2656007402790255,0.1529834490558977,6.11355290146093e-06
78,4-6,283,4-6/r283,bo,1730.9634927638467,"{""0"": {""K"": 0.0, ""B1"": 981.7962499680993, ""A1"": 3475.675516686576, ""A2"": 1131.5744017446013, ""A3"": 1022.921331309108, ""A4"": 3709.4109050609864, ""B2"": 1886.6721556183618}}",3.7343,0.10632096684785215,0.8055310465609322,0.06306895343906782,"[0.37225021349760146, 0.1451231226396329, 0.2111389784877633, 0.7474571003627045, 0.2433493337085164, 0.2199830820019587, 0.7977227752819326, 0.405735947444809, 0.87708790417487, 0.913230989488704, 0.8216597465220405, 0.6554251092118726, 0.09659086012905682, 0.24653355963573376]",81.0,81.0,110.0,10.0383,10.0383,54.1569,54.1569,2.4148,2.4148,False,0,3.7399,0.248373,2.9953,0.37225021349760146,1.8768401806443937,plus,False,0.6018623210722764,-0.6038109377137799,1.2056732587860564,True,True,1.0,True,100.0,41.09999999999991,0.0,True,[],0.29864345709910967,0.15133371579737748,1.2343896848790979e-05
79,4-6,283,4-6/r283,bo,1746.0891354934529,"{""0"": {""K"": 0.0, ""B1"": 111.70290093063518, ""A1"": 3369.1892094172954, ""A2"": 1141.2165997747372, ""A3"": 307.84027312929715, ""A4"": 3243.566702241016, ""B2"": 921.542321146395}}",3.7343,0.10853994782078183,0.8055310465609322,0.06306895343906782,"[0.37550303989106515, 0.012348266106245953, 0.024022129232394662, 0.7245568192295259, 0.24542292468273919, 0.06620220927511766, 0.6975412262883905, 0.19818114433255807, 0.6174902255135694, 0.9997347326738879, 0.3262102105223488, 0.4575157305187041, 0.4257300156309346, 0.6066967721127832]",61.0,61.0,120.0,4.5883,4.5883,39.3137,39.3137,10.6433,10.6433,False,0,3.748,0.608088,2.9953,0.37550303989106515,1.7999405506286545,plus,False,1.20892690653268,1.1952292572336727,0.013697649299007297,True,True,1.0,True,100.0,111.70000000000005,0.0,True,[],0.22738137447361714,0.15227801718112063,1.9855499831763468e-06
80,4-6,283,4-6/r283,bo,1792.4771330361668,"{""0"": {""K"": 0.0, ""B1"": 2745.4663657274127, ""A1"": 4274.792611825256, ""A2"": 4414.95834213825, ""A3"": 2910.6200878930144, ""A4"": 3239.480924297033, ""B2"": 2302.976193019142}}",3.7343,0.13248525642852776,0.8055310465609322,0.06306895343906782,"[0.38547895334111115, 0.24305494110973824, 0.5904228743499812, 0.9193102391022056, 0.9494534069114517, 0.6259398038479601, 0.6966625643649533, 0.4952636974234714, 0.44282631127496197, 0.881347790471947, 0.6466724921886091, 0.5812199560504965, 0.005635914884120297, 0.15275312410897757]",48.0,48.0,107.0,8.1134,8.1134,48.5915,48.5915,0.1409,0.1409,False,0,3.7377,0.150673,2.9953,0.38547895334111115,1.6848911003990645,plus,False,-1.9408342677752832,-2.0966416772677254,0.1558074094924422,True,True,1.0,True,100.0,140.10000000000014,0.0,True,[],0.24900803716805658,0.15019572319065963,2.8802938073838036e-06
81,4-6,283,4-6/r283,bo,1700.6097718182534,"{""0"": {""K"": 0.0, ""B1"": 3594.834588099672, ""A1"": 2086.2445333831583, ""A2"": 542.343384666638, ""A3"": 2604.1712237654347, ""A4"": 2123.795846800086, ""B2"": 1521.9655404135494}}",3.7343,0.20311594912048841,0.8055310465609322,0.06306895343906782,"[0.36572253157381795, 0.9118242023485239, 0.773082707118209, 0.44865473836196956, 0.11663298594981464, 0.5600368223151473, 0.4567302896344271, 0.32730441729323645, 0.5745898735824891, 0.17799797976273868, 0.06732984490797778, 0.7196495842832815, 0.3729497168362865, 0.13356069939230586]",58.0,58.0,30.0,1.7406,1.7406,58.9737,58.9737,9.3237,9.3237,False,0,3.7373,0.132909,2.9953,0.36572253157381795,1.925278040590471,minus,True,0.8075413522887057,1.3965993722656487,0.589058019976943,True,True,1.0,True,100.0,37.5,0.0,True,[],0.5297799440636665,0.0965938951195511,4.274332589255267e-05
82,4-6,283,4-6/r283,bo,1804.8956043838998,"{""0"": {""K"": 0.0, ""B1"": 3290.015645804893, ""A1"": 792.0654532893575, ""A2"": 2269.3966390937903, ""A3"": 2365.4752560310985, ""A4"": 2573.0728357418106, ""B2"": 3502.936500607855}}",3.7343,0.1971913862846357,0.8055310465609322,0.06306895343906782,"[0.38814959234062363, 0.6643007465426598, 0.7075302464096545, 0.1703366566213672, 0.4880422879771592, 0.5087043561357201, 0.5533489969337227, 0.7533196775500763, 0.6872571313627519, 0.9448901934096076, 0.007914654761717599, 0.4551407266362907, 0.06747784110636046, 0.740351906863642]",67.0,67.0,114.0,1.0871,1.0871,39.1356,39.1356,1.6869,1.6869,False,0,3.751,0.741315,2.9953,0.38814959234062363,1.6190189610080097,plus,False,0.715543869528445,-0.07039398765181544,0.7859378571802604,True,True,1.0,True,100.0,96.09999999999945,0.0,True,[],0.22650357741304175,0.1478707587408538,1.1371356048839192e-06
83,4-6,283,4-6/r283,bo,1649.934382876568,"{""0"": {""K"": 0.0, ""B1"": 3634.046025013632, ""A1"": 3290.9092320321743, ""A2"": 2172.346551398698, ""A3"": 2469.0267680786355, ""A4"": 3602.3702714036613, ""B2"": 4357.931612435332}}",3.7343,0.1571013985727061,0.8055310465609322,0.06306895343906782,"[0.3548245984680791, 0.9381479231617625, 0.78151527419648, 0.7077224154907902, 0.4671713013760641, 0.5309734985115345, 0.7747032841728304, 0.9371895940721143, 0.5479339588541995, 0.44624289338135603, 0.7355241275930924, 0.3002793428461684, 0.2248903663232399, 0.2018410372098427]",56.0,56.0,59.0,9.0908,9.0908,27.521,27.521,5.6223,5.6223,False,0,3.7389,0.203964,2.9953,0.3548245984680791,1.5857408644411908,minus,True,-2.1633524040183185,-1.8984426823766818,0.26490972164163673,True,True,1.0,True,100.0,31.700000000000045,0.0,True,[],0.6112950232948567,0.08098277032814749,0.00015158932614925858
84,4-6,283,4-6/r283,bo,1686.8759891785057,"{""0"": {""K"": 0.0, ""B1"": 434.4058042017779, ""A1"": 1108.9052323522658, ""A2"": 951.9355006556342, ""A3"": 3330.8893003995686, ""A4"": 885.0286863042172, ""B2"": 3932.0500123002967}}",3.7343,0.2733653688786616,0.8055310465609322,0.06306895343906782,"[0.36276902993086146, 0.7471702078591786, 0.09342060305414579, 0.23847424351661628, 0.2047173119689536, 0.7163202796558212, 0.19032874974284242, 0.8456021531828595, 0.16949863181747093, 0.9154523484327313, 0.030430717143590913, 0.8284754936852393, 0.8075935080683999, 0.26668604825342834]",28.0,28.0,111.0,1.3347,1.3347,67.1357,67.1357,20.1898,20.1898,False,0,3.7403,0.266137,2.9953,0.36276902993086146,1.6975696882625049,plus,False,0.972920205848243,0.8100841111219099,0.1628360947263331,True,True,1.0,True,100.0,66.90000000000009,0.0,True,[],0.6409796639568563,0.1012982911167362,0.0017505656357254956
