trial_id,kind,gt_miou,best_so_far,regret_vs_ceiling,k_y,r_surface_min,hough_oblique_threshold,hough_horizontal_threshold,line_merge_distance,line_snap_tolerance_px,segmentation_slot_inset_y,r_surface_min_ceiling_ref
25,bo,0.36572260480142793,0.5333374422857214,0.3494625577142786,1731.652996314607,2.4601,48.0,83.0,1.7001,59.3081,0.4191,2.7353
26,bo,0.28669873803125034,0.5333374422857214,0.3494625577142786,1642.546472702789,2.7168,68.0,45.0,6.1599,68.3879,0.3815,2.7353
27,bo,0.1431175281901605,0.5333374422857214,0.3494625577142786,1488.4297368504212,2.0822,56.0,30.0,10.6113,22.0739,0.0063,2.7353
28,bo,0.18436547217068644,0.5333374422857214,0.3494625577142786,1566.1664796874434,2.0706,26.0,103.0,8.4244,33.1078,0.4637,2.7353
29,bo,0.31570357671837296,0.5333374422857214,0.3494625577142786,1677.624700100272,2.6305,44.0,64.0,8.7333,58.4813,6.0629,2.7353
30,bo,0.2884156805659763,0.5333374422857214,0.3494625577142786,1581.5761464107184,2.6869,61.0,23.0,11.0418,73.1358,1.2889,2.7353
31,bo,0.10288219829683996,0.5333374422857214,0.3494625577142786,1561.3174142014598,2.3029,32.0,66.0,2.2563,76.7978,20.2182,2.7353
32,bo,0.11741633888770121,0.5333374422857214,0.3494625577142786,1586.783026491736,2.4442,69.0,32.0,9.0215,22.1289,7.6361,2.7353
33,bo,0.16361246482614863,0.5333374422857214,0.3494625577142786,1644.038024756854,2.045,81.0,66.0,2.102,32.0507,19.8218,2.7353
34,bo,0.1285147702830197,0.5333374422857214,0.3494625577142786,1697.3867317008073,2.298,62.0,97.0,3.1629,27.941,18.5455,2.7353
35,bo,0.3688581655529843,0.5333374422857214,0.3494625577142786,1553.8951667151389,2.4005,32.0,111.0,5.3402,46.7035,0.5633,2.7353
36,bo,0.17783709474774892,0.5333374422857214,0.3494625577142786,1610.9543442471831,2.5976,88.0,33.0,9.426,59.6366,22.9199,2.7353
37,bo,0.2214329624185724,0.5333374422857214,0.3494625577142786,1480.6609780786725,2.467,54.0,53.0,3.9615,9.5471,0.3524,2.7353
38,bo,0.2314353250227686,0.5333374422857214,0.3494625577142786,1617.6755087940116,2.2963,66.0,111.0,9.7137,50.8802,0.1179,2.7353
39,bo,0.16835225248143212,0.5333374422857214,0.3494625577142786,1689.9166933094093,2.7412,70.0,56.0,8.7773,58.7853,1.5917,2.7353
40,bo,0.166338664957085,0.5333374422857214,0.3494625577142786,1244.309594801929,2.614,25.0,22.0,11.5783,76.9853,0.3554,2.7353
41,bo,0.2700271098753256,0.5333374422857214,0.3494625577142786,1527.6133704302579,2.713,16.0,66.0,7.1735,27.6369,0.9498,2.7353
42,bo,0.12303466010906848,0.5333374422857214,0.3494625577142786,3203.213440906232,2.4105,71.0,62.0,11.5127,52.1438,13.8681,2.7353
43,bo,0.09855346649031459,0.5333374422857214,0.3494625577142786,1331.4393394566594,2.305,80.0,56.0,11.0662,76.5654,0.0992,2.7353
44,bo,0.19941932116468292,0.5333374422857214,0.3494625577142786,1252.763386896469,2.3548,17.0,78.0,11.3971,76.4194,0.1076,2.7353
45,bo,0.18983891377700804,0.5333374422857214,0.3494625577142786,1572.3449426394093,2.5278,35.0,116.0,11.3788,76.8098,23.0816,2.7353
46,bo,0.32435694367113477,0.5333374422857214,0.3494625577142786,1675.6944908472942,2.1394,39.0,119.0,3.4797,21.7619,0.6458,2.7353
47,bo,0.21141910068263092,0.5333374422857214,0.3494625577142786,2993.9564746142523,2.5904,76.0,74.0,6.2359,40.8189,10.8078,2.7353
48,bo,0.1811835925593586,0.5333374422857214,0.3494625577142786,3007.991102218483,2.6895,73.0,78.0,11.9639,68.1202,9.5897,2.7353
49,bo,0.26692848801496305,0.5333374422857214,0.3494625577142786,1665.3988702114432,2.447,64.0,83.0,2.328,9.5544,0.0664,2.7353
50,bo,0.18976039881005763,0.5333374422857214,0.3494625577142786,1798.9958444640515,2.114,23.0,10.0,1.4846,59.7263,1.1205,2.7353
51,bo,0.23043002375057914,0.5333374422857214,0.3494625577142786,1156.8799064554182,2.1968,25.0,88.0,3.6081,33.1652,0.1539,2.7353
52,bo,0.09761372669876363,0.5333374422857214,0.3494625577142786,1478.3656744507507,2.5767,87.0,89.0,3.0294,33.3361,23.4336,2.7353
53,bo,0.26655933236094537,0.5333374422857214,0.3494625577142786,1839.8275222020397,2.6302,44.0,119.0,3.6584,58.8683,1.9606,2.7353
54,bo,0.39374365082317475,0.5333374422857214,0.3494625577142786,1437.0101535747203,2.1065,29.0,99.0,3.06,33.107,18.5469,2.7353
55,bo,0.39902443935950493,0.5333374422857214,0.3494625577142786,1388.992863451363,2.652,28.0,30.0,3.4545,76.6538,10.2963,2.7353
56,bo,0.06486581629978054,0.5333374422857214,0.3494625577142786,1739.4552263827095,2.4982,29.0,31.0,3.7133,73.9182,22.1743,2.7353
57,bo,0.5063576433907427,0.5333374422857214,0.3494625577142786,1535.4488528184008,2.0376,88.0,17.0,2.237,62.0065,3.6129,2.7353
58,bo,0.2028863079377047,0.5333374422857214,0.3494625577142786,1592.9637596627304,2.2362,56.0,102.0,5.9342,32.6346,1.9398,2.7353
59,bo,0.21049514959934948,0.5333374422857214,0.3494625577142786,1637.0435255290695,2.4827,62.0,82.0,4.0723,57.7591,21.2722,2.7353
