llm,condition,tunnel_id,family_alternated_continuous_complex,family_regular_all_vs_complex,schema,class_name,iou
gemini3flash,memory+state,5-2,complex,complex,7,Background,0.418
gemini3flash,memory+state,5-2,complex,complex,7,K-block,0.24
gemini3flash,memory+state,5-2,complex,complex,7,B1-block,0.0
gemini3flash,memory+state,5-2,complex,complex,7,A1-block,0.0
gemini3flash,memory+state,5-2,complex,complex,7,A2-block,0.074
gemini3flash,memory+state,5-2,complex,complex,7,A3-block,0.028
gemini3flash,memory+state,5-2,complex,complex,7,A4-block,0.105
gemini3flash,memory+state,5-2,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-3,complex,complex,7,Background,0.41
gemini3flash,memory+state,5-3,complex,complex,7,K-block,0.099
gemini3flash,memory+state,5-3,complex,complex,7,B1-block,0.034
gemini3flash,memory+state,5-3,complex,complex,7,A1-block,0.01
gemini3flash,memory+state,5-3,complex,complex,7,A2-block,0.048
gemini3flash,memory+state,5-3,complex,complex,7,A3-block,0.078
gemini3flash,memory+state,5-3,complex,complex,7,A4-block,0.017
gemini3flash,memory+state,5-3,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-4,complex,complex,7,Background,0.415
gemini3flash,memory+state,5-4,complex,complex,7,K-block,0.194
gemini3flash,memory+state,5-4,complex,complex,7,B1-block,0.0
gemini3flash,memory+state,5-4,complex,complex,7,A1-block,0.043
gemini3flash,memory+state,5-4,complex,complex,7,A2-block,0.1
gemini3flash,memory+state,5-4,complex,complex,7,A3-block,0.061
gemini3flash,memory+state,5-4,complex,complex,7,A4-block,0.073
gemini3flash,memory+state,5-4,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-5,complex,complex,7,Background,0.534
gemini3flash,memory+state,5-5,complex,complex,7,K-block,0.116
gemini3flash,memory+state,5-5,complex,complex,7,B1-block,0.13
gemini3flash,memory+state,5-5,complex,complex,7,A1-block,0.08
gemini3flash,memory+state,5-5,complex,complex,7,A2-block,0.077
gemini3flash,memory+state,5-5,complex,complex,7,A3-block,0.074
gemini3flash,memory+state,5-5,complex,complex,7,A4-block,0.074
gemini3flash,memory+state,5-5,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-6,complex,complex,7,Background,0.384
gemini3flash,memory+state,5-6,complex,complex,7,K-block,0.13
gemini3flash,memory+state,5-6,complex,complex,7,B1-block,0.001
gemini3flash,memory+state,5-6,complex,complex,7,A1-block,0.016
gemini3flash,memory+state,5-6,complex,complex,7,A2-block,0.033
gemini3flash,memory+state,5-6,complex,complex,7,A3-block,0.029
gemini3flash,memory+state,5-6,complex,complex,7,A4-block,0.016
gemini3flash,memory+state,5-6,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-7,complex,complex,7,Background,0.705
gemini3flash,memory+state,5-7,complex,complex,7,K-block,0.094
gemini3flash,memory+state,5-7,complex,complex,7,B1-block,0.426
gemini3flash,memory+state,5-7,complex,complex,7,A1-block,0.303
gemini3flash,memory+state,5-7,complex,complex,7,A2-block,0.178
gemini3flash,memory+state,5-7,complex,complex,7,A3-block,0.162
gemini3flash,memory+state,5-7,complex,complex,7,A4-block,0.117
gemini3flash,memory+state,5-7,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,Background,0.782
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,K-block,0.408
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,B1-block,0.615
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,A1-block,0.629
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,A2-block,0.445
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,A3-block,0.592
gemini3flash,memory+state+knowledge,1-1,alternated,regular_all,6,B2-block,0.615
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,Background,0.791
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,K-block,0.456
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,B1-block,0.633
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,A1-block,0.721
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,A2-block,0.374
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,A3-block,0.681
gemini3flash,memory+state+knowledge,1-2,alternated,regular_all,6,B2-block,0.683
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,Background,0.778
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,K-block,0.317
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,B1-block,0.558
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,A1-block,0.623
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,A2-block,0.39
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,A3-block,0.625
gemini3flash,memory+state+knowledge,1-3,alternated,regular_all,6,B2-block,0.663
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,Background,0.486
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,K-block,0.103
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,B1-block,0.244
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,A1-block,0.269
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,A2-block,0.035
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,A3-block,0.089
gemini3flash,memory+state+knowledge,1-4,alternated,regular_all,6,B2-block,0.236
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,Background,0.767
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,K-block,0.49
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,B1-block,0.685
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,A1-block,0.689
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,A2-block,0.682
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,A3-block,0.622
gemini3flash,memory+state+knowledge,1-5,alternated,regular_all,6,B2-block,0.741
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,Background,0.81
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,K-block,0.54
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,B1-block,0.687
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,A1-block,0.744
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,A2-block,0.471
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,A3-block,0.727
gemini3flash,memory+state+knowledge,2-1,alternated,regular_all,6,B2-block,0.717
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,Background,0.821
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,K-block,0.529
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,B1-block,0.686
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,A1-block,0.731
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,A2-block,0.53
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,A3-block,0.746
gemini3flash,memory+state+knowledge,2-2,alternated,regular_all,6,B2-block,0.729
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,Background,0.737
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,K-block,0.473
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,B1-block,0.639
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,A1-block,0.733
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,A2-block,0.349
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,A3-block,0.634
gemini3flash,memory+state+knowledge,2-3,alternated,regular_all,6,B2-block,0.68
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,Background,0.624
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,K-block,0.493
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,B1-block,0.65
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,A1-block,0.455
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,A2-block,0.468
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,A3-block,0.703
gemini3flash,memory+state+knowledge,2-4,alternated,regular_all,6,B2-block,0.661
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,Background,0.81
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,K-block,0.529
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,B1-block,0.716
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,A1-block,0.737
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,A2-block,0.459
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,A3-block,0.733
gemini3flash,memory+state+knowledge,2-5,alternated,regular_all,6,B2-block,0.746
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,Background,0.785
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,K-block,0.162
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,B1-block,0.16
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,A1-block,0.077
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,A2-block,0.161
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,A3-block,0.061
gemini3flash,memory+state+knowledge,3-1-1,continuous,regular_all,6,B2-block,0.108
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,Background,0.757
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,K-block,0.163
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,B1-block,0.173
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,A1-block,0.039
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,A2-block,0.15
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,A3-block,0.014
gemini3flash,memory+state+knowledge,3-1-2,continuous,regular_all,6,B2-block,0.095
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,Background,0.528
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,K-block,0.041
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,B1-block,0.189
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,A1-block,0.049
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,A2-block,0.219
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,A3-block,0.066
gemini3flash,memory+state+knowledge,3-1-3,continuous,regular_all,6,B2-block,0.038
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,Background,0.697
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,K-block,0.211
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,B1-block,0.053
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,A1-block,0.025
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,A2-block,0.132
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,A3-block,0.078
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,A4-block,0.047
gemini3flash,memory+state+knowledge,4-1,complex,complex,7,B2-block,0.061
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,Background,0.663
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,K-block,0.0
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,B1-block,0.032
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,A1-block,0.04
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,A2-block,0.106
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,A3-block,0.129
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,A4-block,0.139
gemini3flash,memory+state+knowledge,4-10,complex,complex,7,B2-block,0.236
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,Background,0.404
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,K-block,0.44
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,B1-block,0.005
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,A1-block,0.253
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,A2-block,0.163
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,A3-block,0.065
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,A4-block,0.004
gemini3flash,memory+state+knowledge,4-2,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,Background,0.626
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,K-block,0.259
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,B1-block,0.378
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,A1-block,0.411
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,A2-block,0.264
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,A3-block,0.159
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,A4-block,0.159
gemini3flash,memory+state+knowledge,4-3,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,Background,0.405
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,K-block,0.059
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,B1-block,0.0
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,A1-block,0.03
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,A2-block,0.039
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,A3-block,0.028
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,A4-block,0.018
gemini3flash,memory+state+knowledge,4-4,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,Background,0.704
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,K-block,0.0
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,B1-block,0.005
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,A1-block,0.052
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,A2-block,0.017
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,A3-block,0.124
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,A4-block,0.066
gemini3flash,memory+state+knowledge,4-5,complex,complex,7,B2-block,0.042
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,Background,0.622
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,K-block,0.0
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,B1-block,0.007
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,A1-block,0.018
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,A2-block,0.04
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,A3-block,0.179
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,A4-block,0.042
gemini3flash,memory+state+knowledge,4-6,complex,complex,7,B2-block,0.011
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,Background,0.629
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,K-block,0.391
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,B1-block,0.46
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,A1-block,0.383
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,A2-block,0.301
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,A3-block,0.219
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,A4-block,0.102
gemini3flash,memory+state+knowledge,4-7,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,Background,0.679
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,K-block,0.081
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,B1-block,0.282
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,A1-block,0.203
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,A2-block,0.315
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,A3-block,0.226
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,A4-block,0.101
gemini3flash,memory+state+knowledge,4-8,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,Background,0.371
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,K-block,0.357
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,B1-block,0.044
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,A1-block,0.103
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,A2-block,0.114
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,A3-block,0.025
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,A4-block,0.006
gemini3flash,memory+state+knowledge,4-9,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,Background,0.789
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,K-block,0.0
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,B1-block,0.032
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,A1-block,0.173
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,A2-block,0.018
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,A3-block,0.139
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,A4-block,0.198
gemini3flash,memory+state+knowledge,5-1,complex,complex,7,B2-block,0.022
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,Background,0.39
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,K-block,0.201
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,B1-block,0.004
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,A1-block,0.227
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,A2-block,0.111
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,A3-block,0.077
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,A4-block,0.012
gemini3flash,memory+state+knowledge,5-2,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,Background,0.385
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,K-block,0.112
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,B1-block,0.0
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,A1-block,0.007
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,A2-block,0.102
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,A3-block,0.008
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,A4-block,0.027
gemini3flash,memory+state+knowledge,5-3,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,Background,0.413
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,K-block,0.398
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,B1-block,0.008
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,A1-block,0.005
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,A2-block,0.117
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,A3-block,0.018
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,A4-block,0.015
gemini3flash,memory+state+knowledge,5-4,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,Background,0.737
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,K-block,0.0
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,B1-block,0.0
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,A1-block,0.025
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,A2-block,0.074
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,A3-block,0.062
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,A4-block,0.125
gemini3flash,memory+state+knowledge,5-5,complex,complex,7,B2-block,0.097
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,Background,0.563
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,K-block,0.375
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,B1-block,0.486
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,A1-block,0.418
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,A2-block,0.246
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,A3-block,0.199
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,A4-block,0.119
gemini3flash,memory+state+knowledge,5-6,complex,complex,7,B2-block,0.0
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,Background,0.698
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,K-block,0.141
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,B1-block,0.407
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,A1-block,0.317
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,A2-block,0.14
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,A3-block,0.116
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,A4-block,0.027
gemini3flash,memory+state+knowledge,5-7,complex,complex,7,B2-block,0.0
