failure_id,ring_id,source_type,source_pool,experience_id,trial_kind,failure_tags_json,layout_k_center_norm,layout_k_width_norm,layout_ab_offset_norm_json,line_oblique_line_count,line_detection_confidence_K,form_segment_coverage_pct,form_arc_width_entropy,label_gt_miou,k_shift_from_ring_median
random:4-1/r116:t039,4-1/r116,random,v3,v3:4-1/r116:t039,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.5131434448408557,0.4930646209368959,"{""K"": 0.0, ""B1"": 0.49306462093689596, ""A1"": 0.015461636772210241, ""A2"": 0.43604233810454246, ""A3"": 0.9957353548853927, ""A4"": 0.6196072726070284, ""B2"": 0.284426513316678}",1.0,1.0,100.0,1.931843597182874,0.1035758052625262,0.003353
random:4-1/r116:t025,4-1/r116,random,v3,v3:4-1/r116:t025,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.4972812763246047,0.7386129810859107,"{""K"": 0.0, ""B1"": 0.7386129810859107, ""A1"": 0.42701786942491204, ""A2"": 0.12572199101734605, ""A3"": 0.5192206678762874, ""A4"": 0.7809229293435905, ""B2"": 0.132676028357828}",0.0,1.0,100.0,1.8713283184598783,0.1128236920931084,-0.01251
random:4-1/r116:t055,4-1/r116,random,v3,v3:4-1/r116:t055,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.4884200033113328,0.9751723938532532,"{""K"": 0.0, ""B1"": 0.9751723938532532, ""A1"": 0.8762519174221134, ""A2"": 0.3919203962019151, ""A3"": 0.7294663835178183, ""A4"": 0.7064965844154997, ""B2"": 0.7944043089328422}",1.0,1.0,100.0,1.7333342457698904,0.1195967081382289,-0.021371
random:4-1/r116:t017,4-1/r116,random,v3,v3:4-1/r116:t017,perturb_wrong_k,"[""bad_layout_perturbation"", ""bad_k_shift"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6692122033256264,0.6397171669425262,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}",0.0,1.0,100.0,1.7352813753567915,0.1254364534040341,0.159421
random:4-1/r116:t035,4-1/r116,random,v3,v3:4-1/r116:t035,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.5251235758178484,0.1120143350743633,"{""K"": 0.0, ""B1"": 0.11201433507436333, ""A1"": 0.19870302890610303, ""A2"": 0.13370960176075886, ""A3"": 0.8813561142940577, ""A4"": 0.4929244212777387, ""B2"": 0.72843911191694}",1.0,1.0,100.0,1.6761947436268054,0.1264582177956986,0.015333
random:4-6/r283:t003,4-6/r283,random,v3,v3:4-6/r283:t003,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.5045482589579533,0.9955002834343928,"{""K"": 0.0, ""B1"": 0.9955002834343927, ""A1"": 0.7926619192137531, ""A2"": 0.6221792294411627, ""A3"": 0.9889601476818849, ""A4"": 0.21530869823559895, ""B2"": 0.16021203385784455}",2.0,1.0,100.0,1.858356258546,0.037105168700646,-0.169653
random:4-6/r283:t102,4-6/r283,random,v3,v3:4-6/r283:t102,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.7403158353574083,0.6977101938169508,"{""K"": 0.0, ""B1"": 0.6977101938169508, ""A1"": 0.6482769263282193, ""A2"": 0.2871588157573238, ""A3"": 0.4573053507394167, ""A4"": 0.09598891749228522, ""B2"": 0.46258016601702423}",5.0,1.0,100.0,1.8550126968955745,0.0395454545454545,0.066115
random:4-6/r283:t014,4-6/r283,random,v3,v3:4-6/r283:t014,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.3066594908888719,0.4658400350611248,"{""K"": 0.0, ""B1"": 0.46584003506112487, ""A1"": 0.6281008548649069, ""A2"": 0.6352261838997132, ""A3"": 0.18388939650969116, ""A4"": 0.06186541815637414, ""B2"": 0.4115168234979749}",2.0,1.0,100.0,1.7016821941429168,0.0395530296847236,-0.367541
random:4-6/r283:t021,4-6/r283,random,v3,v3:4-6/r283:t021,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.9063923654002568,0.3064105792068602,"{""K"": 0.0, ""B1"": 0.3064105792068602, ""A1"": 0.8327943100020676, ""A2"": 0.6199234597118014, ""A3"": 0.18714338654071883, ""A4"": 0.4348134123765889, ""B2"": 0.8839224647221465}",5.0,1.0,100.0,1.8204106720250324,0.0401412119544298,0.232191
random:4-6/r283:t049,4-6/r283,random,v3,v3:4-6/r283:t049,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.0369617339663762,0.9043140545027856,"{""K"": 0.0, ""B1"": 0.9043140545027855, ""A1"": 0.5356784622712016, ""A2"": 0.5436124572141684, ""A3"": 0.5899427234722869, ""A4"": 0.5824117838986956, ""B2"": 0.881942553868305}",11.0,1.0,100.0,1.4928915092156647,0.0433688380569936,-0.637239
random:4-6/r283:t039,4-6/r283,random,v3,v3:4-6/r283:t039,perturb_misaligned,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.7530728078349884,0.0219705780175513,"{""K"": 0.0, ""B1"": 0.02197057801755138, ""A1"": 0.5442973151876707, ""A2"": 0.7964987144182069, ""A3"": 0.24130683688924046, ""A4"": 0.2210429963262525, ""B2"": 0.4871372319575653}",2.0,1.0,100.0,1.7138383168684117,0.0434758771929824,0.078872
random:4-6/r283:t029,4-6/r283,random,v3,v3:4-6/r283:t029,perturb_misaligned,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.7530728078349884,0.0219705780175513,"{""K"": 0.0, ""B1"": 0.02197057801755138, ""A1"": 0.5442973151876707, ""A2"": 0.7964987144182069, ""A3"": 0.24130683688924046, ""A4"": 0.2210429963262525, ""B2"": 0.4871372319575653}",2.0,1.0,100.0,1.7138383168684117,0.0434758771929824,0.078872
random:4-6/r283:t024,4-6/r283,random,v3,v3:4-6/r283:t024,perturb_small_segment,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6742009904352112,0.07,"{""K"": 0.0, ""B1"": 0.07, ""A1"": 0.22, ""A2"": 0.37, ""A3"": 0.52, ""A4"": 0.67, ""B2"": 0.8200000000000001}",2.0,1.0,100.0,1.917651908306252,0.0435263044415696,0.0
random:4-6/r283:t034,4-6/r283,random,v3,v3:4-6/r283:t034,perturb_small_segment,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6742009904352112,0.07,"{""K"": 0.0, ""B1"": 0.07, ""A1"": 0.22, ""A2"": 0.37, ""A3"": 0.52, ""A4"": 0.67, ""B2"": 0.8200000000000001}",2.0,1.0,100.0,1.917651908306252,0.0435263044415696,0.0
random:4-6/r283:t044,4-6/r283,random,v3,v3:4-6/r283:t044,perturb_small_segment,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6742009904352112,0.07,"{""K"": 0.0, ""B1"": 0.07, ""A1"": 0.22, ""A2"": 0.37, ""A3"": 0.52, ""A4"": 0.67, ""B2"": 0.8200000000000001}",2.0,1.0,100.0,1.917651908306252,0.0435263044415696,0.0
random:4-6/r283:t037,4-6/r283,random,v3,v3:4-6/r283:t037,perturb_guardrail_smoke,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.98,0.3850269455304764,"{""K"": 0.0, ""B1"": 0.38502694553047645, ""A1"": 0.40304226774106877, ""A2"": 0.5224858801487057, ""A3"": 0.4838819108868904, ""A4"": 0.5751176573983499, ""B2"": 0.407167174447434}",2.0,1.0,100.0,1.5695754217971885,0.0453876860394932,0.305799
random:4-6/r283:t027,4-6/r283,random,v3,v3:4-6/r283:t027,perturb_guardrail_smoke,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.98,0.3850269455304764,"{""K"": 0.0, ""B1"": 0.38502694553047645, ""A1"": 0.40304226774106877, ""A2"": 0.5224858801487057, ""A3"": 0.4838819108868904, ""A4"": 0.5751176573983499, ""B2"": 0.407167174447434}",2.0,1.0,100.0,1.5695754217971885,0.0453876860394932,0.305799
random:4-6/r283:t047,4-6/r283,random,v3,v3:4-6/r283:t047,perturb_guardrail_smoke,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.98,0.3850269455304764,"{""K"": 0.0, ""B1"": 0.38502694553047645, ""A1"": 0.40304226774106877, ""A2"": 0.5224858801487057, ""A3"": 0.4838819108868904, ""A4"": 0.5751176573983499, ""B2"": 0.407167174447434}",2.0,1.0,100.0,1.5695754217971885,0.0453876860394932,0.305799
random:4-6/r283:t013,4-6/r283,random,v3,v3:4-6/r283:t013,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6296221828402035,0.3326814592113248,"{""K"": 0.0, ""B1"": 0.33268145921132486, ""A1"": 0.39827555967937056, ""A2"": 0.2029117522135162, ""A3"": 0.05070405527227051, ""A4"": 0.2129081949753392, ""B2"": 0.9154643971239081}",0.0,1.0,100.0,1.635822503506163,0.0467170327892195,-0.044579
random:4-6/r283:t019,4-6/r283,random,v3,v3:4-6/r283:t019,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.5637097242670693,0.3793196242525677,"{""K"": 0.0, ""B1"": 0.3793196242525677, ""A1"": 0.25277455038430674, ""A2"": 0.45651004996186934, ""A3"": 0.6572439132707336, ""A4"": 0.10109896785465877, ""B2"": 0.3805847635005427}",16.0,1.0,100.0,1.8138939100443463,0.0493296230710852,-0.110491
random:4-6/r283:t001,4-6/r283,random,v3,v3:4-6/r283:t001,geometric_1,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.0,0.07,"{""K"": 0.0, ""B1"": 0.07, ""A1"": 0.22, ""A2"": 0.37, ""A3"": 0.52, ""A4"": 0.67, ""B2"": 0.8200000000000001}",8.0,1.0,100.0,1.917651908306252,0.0517102073794775,-0.674201
random:4-6/r283:t000,4-6/r283,random,v3,v3:4-6/r283:t000,geometric_0,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.0,0.1428571428571428,"{""K"": 0.0, ""B1"": 0.14285714285714288, ""A1"": 0.28571428571428575, ""A2"": 0.4285714285714286, ""A3"": 0.5714285714285715, ""A4"": 0.7142857142857144, ""B2"": 0.8571428571428573}",8.0,1.0,100.0,1.9459101490553128,0.0517102073794775,-0.674201
random:4-6/r283:t009,4-6/r283,random,v3,v3:4-6/r283:t009,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.0303502943841116,0.9671482353973676,"{""K"": 0.0, ""B1"": 0.9671482353973677, ""A1"": 0.6577607300385144, ""A2"": 0.4282202463894813, ""A3"": 0.5237401079104803, ""A4"": 0.8728092085647744, ""B2"": 0.3442106669960262}",2.0,1.0,100.0,1.8142393329605413,0.0528052533786492,-0.643851
random:4-6/r283:t084,4-6/r283,random,v3,v3:4-6/r283:t084,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6829067239779678,0.6222304684984727,"{""K"": 0.0, ""B1"": 0.6222304684984727, ""A1"": 0.5142875391683244, ""A2"": 0.49016036260876383, ""A3"": 0.6934116832972865, ""A4"": 0.924334155515638, ""B2"": 0.4887591863808206}",5.0,1.0,100.0,1.8235601719222887,0.0531597222222222,0.008706
random:4-6/r283:t008,4-6/r283,random,v3,v3:4-6/r283:t008,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.8840568941964699,0.5696942744738079,"{""K"": 0.0, ""B1"": 0.5696942744738079, ""A1"": 0.3762878361299201, ""A2"": 0.41095528215712984, ""A3"": 0.23948921268184487, ""A4"": 0.03805728669123909, ""B2"": 0.876218808109271}",5.0,1.0,100.0,1.7244218378159588,0.058223992502343,0.209856
random:4-6/r283:t053,4-6/r283,random,v3,v3:4-6/r283:t053,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.7016711795202564,0.1551907276374944,"{""K"": 0.0, ""B1"": 0.15519072763749442, ""A1"": 0.5115248211850627, ""A2"": 0.5115687385883025, ""A3"": 0.8659069510345648, ""A4"": 0.3658960074336508, ""B2"": 0.4857329658359673}",2.0,1.0,100.0,1.677007121045181,0.0584445824278174,0.02747
random:4-6/r283:t015,4-6/r283,random,v3,v3:4-6/r283:t015,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.8776913666495335,0.9156354351007324,"{""K"": 0.0, ""B1"": 0.9156354351007324, ""A1"": 0.04665223795388718, ""A2"": 0.03028883393160198, ""A3"": 0.020215573356146876, ""A4"": 0.2527686779524564, ""B2"": 0.2485697732089829}",12.0,1.0,100.0,1.7957132949951884,0.0589209713862401,0.20349
random:4-6/r283:t058,4-6/r283,random,v3,v3:4-6/r283:t058,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6094280182320398,0.3336145361176411,"{""K"": 0.0, ""B1"": 0.33361453611764114, ""A1"": 0.10137624664463207, ""A2"": 0.9371959010250757, ""A3"": 0.4147493597165631, ""A4"": 0.2741156075878505, ""B2"": 0.26301385613534456}",0.0,1.0,100.0,1.8970746796166416,0.0613702207168907,-0.064773
random:4-6/r283:t010,4-6/r283,random,v3,v3:4-6/r283:t010,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.1510622780768155,0.0051788658154321,"{""K"": 0.0, ""B1"": 0.005178865815432143, ""A1"": 0.752977503597754, ""A2"": 0.8105268303172452, ""A3"": 0.13676405154258153, ""A4"": 0.41890365091318515, ""B2"": 0.8152562779950456}",30.0,1.0,100.0,1.5982099193957546,0.0640391952826916,-0.523139
random:5-5/r258:t003,5-5/r258,random,v3,v3:5-5/r258:t003,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.5045482589579533,0.9955002834343928,"{""K"": 0.0, ""B1"": 0.9955002834343927, ""A1"": 0.7926619192137531, ""A2"": 0.6221792294411627, ""A3"": 0.9889601476818849, ""A4"": 0.21530869823559895, ""B2"": 0.16021203385784455}",10.0,1.0,100.0,1.858356258546,0.0685339896696363,-0.120056
random:5-5/r258:t011,5-5/r258,random,v3,v3:5-5/r258:t011,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.1985211479926728,0.1794060275671465,"{""K"": 0.0, ""B1"": 0.17940602756714652, ""A1"": 0.34606143911247844, ""A2"": 0.9481240614108146, ""A3"": 0.5733327176111209, ""A4"": 0.34006806742083984, ""B2"": 0.2715246198087853}",8.0,1.0,100.0,1.812933477081816,0.0705132932630259,-0.426083
random:5-5/r258:t007,5-5/r258,random,v3,v3:5-5/r258:t007,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6717651626112849,0.8740770261495044,"{""K"": 0.0, ""B1"": 0.8740770261495044, ""A1"": 0.6622147383384538, ""A2"": 0.13161581580830573, ""A3"": 0.8450743208745529, ""A4"": 0.9449481711449796, ""B2"": 0.9039167881959267}",8.0,1.0,100.0,1.7354254627337802,0.0706440455981904,0.047161
random:5-5/r258:t047,5-5/r258,random,v3,v3:5-5/r258:t047,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6060418121108961,0.0762036327033617,"{""K"": 0.0, ""B1"": 0.07620363270336172, ""A1"": 0.2870463667480817, ""A2"": 0.7868791485238302, ""A3"": 0.8753388756420696, ""A4"": 0.30354615293901255, ""B2"": 0.8087960112777792}",9.0,1.0,100.0,1.7481413699050536,0.0708327117298473,-0.018562
random:5-5/r258:t017,5-5/r258,random,v3,v3:5-5/r258:t017,perturb_wrong_k,"[""bad_layout_perturbation"", ""bad_k_shift"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.7845168600618702,0.7756856902451935,"{""K"": 0.0, ""B1"": 0.7756856902451935, ""A1"": 0.2252071899905919, ""A2"": 0.30016628491122543, ""A3"": 0.8735534453962619, ""A4"": 0.005265304565574724, ""B2"": 0.8212284183827663}",8.0,1.0,100.0,1.7020488428809706,0.0722859807778093,0.159913
random:5-5/r258:t056,5-5/r258,random,v3,v3:5-5/r258:t056,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6341725466304665,0.8357823158774625,"{""K"": 0.0, ""B1"": 0.8357823158774625, ""A1"": 0.3012830952847041, ""A2"": 0.6146394200878338, ""A3"": 0.015017440928469017, ""A4"": 0.9268968929980942, ""B2"": 0.5859431898489476}",10.0,1.0,100.0,1.8762914550474632,0.0726767547941437,0.009569
random:5-5/r258:t030,5-5/r258,random,v3,v3:5-5/r258:t030,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6400054283590548,0.7638259957209719,"{""K"": 0.0, ""B1"": 0.7638259957209719, ""A1"": 0.18253423999601381, ""A2"": 0.027037492080282943, ""A3"": 0.37595536935612905, ""A4"": 0.9325854524009446, ""B2"": 0.008278057620016654}",10.0,1.0,100.0,1.7888270611694248,0.0729204632891912,0.015401
random:5-5/r258:t051,5-5/r258,random,v3,v3:5-5/r258:t051,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6285977779958539,0.0856774891309501,"{""K"": 0.0, ""B1"": 0.08567748913095019, ""A1"": 0.21259249310186257, ""A2"": 0.5804140360346786, ""A3"": 0.6322563610441969, ""A4"": 0.7021115805244024, ""B2"": 0.9758074541882003}",24.0,1.0,100.0,1.6243993334301294,0.0743648590947907,0.003994
random:5-5/r258:t018,5-5/r258,random,v3,v3:5-5/r258:t018,perturb_offset_shift,"[""bad_layout_perturbation"", ""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.625095466604667,0.7580815711658955,"{""K"": 0.0, ""B1"": 0.7580815711658955, ""A1"": 0.3159722762509792, ""A2"": 0.2789613608888787, ""A3"": 0.9750157436766941, ""A4"": 0.0, ""B2"": 0.8044276652390454}",8.0,1.0,100.0,1.7389047715745665,0.0753335468233043,0.000491
random:5-5/r258:t032,5-5/r258,random,v3,v3:5-5/r258:t032,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.0006187523693993,0.6080264784547957,"{""K"": 0.0, ""B1"": 0.6080264784547957, ""A1"": 0.4737339747350534, ""A2"": 0.3292979350210916, ""A3"": 0.7249655803355783, ""A4"": 0.06872124019359815, ""B2"": 0.8227594171859657}",16.0,1.0,100.0,1.839867153431836,0.0771725697371169,-0.623985
random:5-5/r258:t035,5-5/r258,random,v3,v3:5-5/r258:t035,bo,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.6206355196766978,0.4035060755100093,"{""K"": 0.0, ""B1"": 0.4035060755100093, ""A1"": 0.1367182748112442, ""A2"": 0.6052912829398078, ""A3"": 0.6588171370253456, ""A4"": 0.837141971489466, ""B2"": 0.5837832795308854}",8.0,1.0,100.0,1.7639746857081002,0.078009208091,-0.003969
random:5-5/r258:t008,5-5/r258,random,v3,v3:5-5/r258:t008,random,"[""low_miou"", ""good_form_wrong_anchor"", ""hard_failure""]",0.8840568941964699,0.5696942744738079,"{""K"": 0.0, ""B1"": 0.5696942744738079, ""A1"": 0.3762878361299201, ""A2"": 0.41095528215712984, ""A3"": 0.23948921268184487, ""A4"": 0.03805728669123909, ""B2"": 0.876218808109271}",10.0,1.0,100.0,1.7244218378159588,0.0795920168715937,0.259453
