proposal_id,ring_id,source_type,anchor_experience_id,candidate_experience_id,candidate_trial_kind,delta_k_center_norm,delta_k_width_norm,delta_ab_offset_norm_json,delta_arc_width_norm_json,delta_form_params_json,label_gt_miou,label_regret_vs_ceiling,label_rank_within_ring_pool,label_success_flag,top_frac_bucket,deployment_recipe
sam4tun:4-6/r283:from_036,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t036,perturb_wrong_r_low,0.0,0.0,"{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0010999999999996568, ""r_surface_min_frac"": 0.048532, ""segmentation_slot_inset_y"": 0.0}",0.7920261394765765,0.0630689534390678,6.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_034,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t034,perturb_small_segment,0.0,0.007505952589880509,"{""A1"": 0.0012549604915670365, ""A2"": -0.004996031606746387, ""A3"": -0.011247023705059811, ""A4"": -0.01749801580337318, ""B1"": 0.007505952589880467, ""B2"": -0.02374900790168666, ""K"": 0.0}","{""A1"": -0.0062509920983134515, ""A2"": -0.006250992098313424, ""A3"": -0.006250992098313424, ""A4"": -0.006250992098313313, ""B1"": -0.006250992098313424, ""B2"": 0.023749007901686575, ""K"": 0.007505952589880467}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 0.0}",0.7235825253941496,0.0630689534390678,9.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_024,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t024,perturb_small_segment,0.0,0.007505952589880509,"{""A1"": 0.0012549604915670365, ""A2"": -0.004996031606746387, ""A3"": -0.011247023705059811, ""A4"": -0.01749801580337318, ""B1"": 0.007505952589880467, ""B2"": -0.02374900790168666, ""K"": 0.0}","{""A1"": -0.0062509920983134515, ""A2"": -0.006250992098313424, ""A3"": -0.006250992098313424, ""A4"": -0.006250992098313313, ""B1"": -0.006250992098313424, ""B2"": 0.023749007901686575, ""K"": 0.007505952589880467}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 0.0}",0.7235825253941496,0.0630689534390678,9.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_044,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t044,perturb_small_segment,0.0,0.007505952589880509,"{""A1"": 0.0012549604915670365, ""A2"": -0.004996031606746387, ""A3"": -0.011247023705059811, ""A4"": -0.01749801580337318, ""B1"": 0.007505952589880467, ""B2"": -0.02374900790168666, ""K"": 0.0}","{""A1"": -0.0062509920983134515, ""A2"": -0.006250992098313424, ""A3"": -0.006250992098313424, ""A4"": -0.006250992098313313, ""B1"": -0.006250992098313424, ""B2"": 0.023749007901686575, ""K"": 0.007505952589880467}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 0.0}",0.7235825253941496,0.0630689534390678,9.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_113,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t113,bo,0.004931483880595833,0.704578377001739,"{""A1"": -0.13542652242317302, ""A2"": 0.11061613476929821, ""A3"": -0.15354979736761298, ""A4"": -0.08353836195420206, ""B1"": 0.704578377001739, ""B2"": 0.043483831889515656, ""K"": 0.0}","{""A1"": 0.2460426571924712, ""A2"": 0.7358340678630889, ""A3"": 0.0700114354134109, ""A4"": 0.1270221938437178, ""B1"": 0.15999510057508806, ""B2"": -0.043483831889515726, ""K"": 0.704578377001739}","{""hough_horizontal_threshold"": 8.0, ""hough_oblique_threshold"": 29.0, ""line_merge_distance"": -7.3383, ""line_snap_tolerance_px"": 15.0169, ""r_surface_min"": 0.0022999999999999687, ""r_surface_min_frac"": 0.101823, ""segmentation_slot_inset_y"": 10.9062}",0.3537848102321216,0.0630689534390678,12.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_077,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t077,bo,0.0336379918029201,0.5362199717660977,"{""A1"": 0.5810986667618278, ""A2"": -0.017316945673115425, ""A3"": 0.3951909284146108, ""A4"": -0.03010483214002535, ""B1"": 0.5362199717660977, ""B2"": -0.006219212725630863, ""K"": 0.0}","{""A1"": 0.4015843875650568, ""A2"": 0.4125078740877264, ""A3"": 0.5747042394453639, ""A4"": 0.0238856194143946, ""B1"": 0.04487869499573002, ""B2"": 0.006219212725630807, ""K"": 0.5362199717660977}","{""hough_horizontal_threshold"": 80.0, ""hough_oblique_threshold"": 39.0, ""line_merge_distance"": -5.7382, ""line_snap_tolerance_px"": -27.6614, ""r_surface_min"": 0.0036999999999998145, ""r_surface_min_frac"": 0.163996, ""segmentation_slot_inset_y"": 0.0981}",0.3151658616030778,0.0630689534390678,13.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_087,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t087,bo,-0.029542512562877377,0.1441970409042208,"{""A1"": 0.1391393430036688, ""A2"": 0.29402969134436124, ""A3"": -0.22215625175827447, ""A4"": 0.04333590080190197, ""B1"": 0.1441970409042208, ""B2"": 0.047047252432017794, ""K"": 0.0}","{""A1"": 0.15489034834069243, ""A2"": 0.48381405689736434, ""A3"": 0.26549215256017644, ""A4"": 0.0037113516301159055, ""B1"": -0.005057697900552022, ""B2"": -0.04704725243201788, ""K"": 0.1441970409042208}","{""hough_horizontal_threshold"": 78.0, ""hough_oblique_threshold"": 21.0, ""line_merge_distance"": -4.5177, ""line_snap_tolerance_px"": 25.031100000000002, ""r_surface_min"": 0.005799999999999805, ""r_surface_min_frac"": 0.257255, ""segmentation_slot_inset_y"": 2.3163}",0.2986060603900599,0.0630689534390678,14.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_029,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t029,perturb_offset_shift,0.0,0.10093726679912671,"{""A1"": -0.09038846057338215, ""A2"": -0.09796562084361371, ""A3"": 0.117089179643168, ""A4"": -0.0919784435756188, ""B1"": 0.10093726679912665, ""B2"": -0.07756618580714492, ""K"": 0.0}","{""A1"": -0.0075771602702315866, ""A2"": 0.21505480048678174, ""A3"": 0.7909323767812133, ""A4"": 0.014412257768473907, ""B1"": 0.8086742726274913, ""B2"": 0.07756618580714489, ""K"": 0.10093726679912665}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 0.0}",0.297406364436915,0.0630689534390678,15.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_039,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t039,perturb_offset_shift,0.0,0.10093726679912671,"{""A1"": -0.09038846057338215, ""A2"": -0.09796562084361371, ""A3"": 0.117089179643168, ""A4"": -0.0919784435756188, ""B1"": 0.10093726679912665, ""B2"": -0.07756618580714492, ""K"": 0.0}","{""A1"": -0.0075771602702315866, ""A2"": 0.21505480048678174, ""A3"": 0.7909323767812133, ""A4"": 0.014412257768473907, ""B1"": 0.8086742726274913, ""B2"": 0.07756618580714489, ""K"": 0.10093726679912665}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 0.0}",0.297406364436915,0.0630689534390678,15.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_031,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t031,perturb_wrong_r_high,0.0,0.0,"{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.021399999999999864, ""r_surface_min_frac"": 0.950039, ""segmentation_slot_inset_y"": 0.0}",0.2846541423497096,0.0630689534390678,17.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_041,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t041,perturb_wrong_r_high,0.0,0.0,"{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""A1"": 0.0, ""A2"": 0.0, ""A3"": 0.0, ""A4"": 0.0, ""B1"": 0.0, ""B2"": 0.0, ""K"": 0.0}","{""hough_horizontal_threshold"": 0.0, ""hough_oblique_threshold"": 0.0, ""line_merge_distance"": 0.0, ""line_snap_tolerance_px"": 0.0, ""r_surface_min"": 0.021399999999999864, ""r_surface_min_frac"": 0.950039, ""segmentation_slot_inset_y"": 0.0}",0.2846541423497096,0.0630689534390678,17.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_088,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t088,bo,-0.025393569682901684,0.7947148809630701,"{""A1"": 0.009825078625678108, ""A2"": 0.46773047804542495, ""A3"": -0.07084046611232409, ""A4"": -0.5438047508413123, ""B1"": 0.7947148809630701, ""B2"": 0.03226514494159194, ""K"": 0.0}","{""A1"": 0.4579053994197468, ""A2"": 0.461429055842251, ""A3"": 0.5270357152710118, ""A4"": 0.5760698957829044, ""B1"": 0.21511019766260805, ""B2"": -0.03226514494159201, ""K"": 0.7947148809630701}","{""hough_horizontal_threshold"": 14.0, ""hough_oblique_threshold"": 4.0, ""line_merge_distance"": -2.7531999999999996, ""line_snap_tolerance_px"": 38.447199999999995, ""r_surface_min"": 0.006999999999999673, ""r_surface_min_frac"": 0.310546, ""segmentation_slot_inset_y"": 22.0467}",0.2832261909508309,0.0630689534390678,19.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_084,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t084,bo,0.004036493580682532,0.03092655564402621,"{""A1"": 0.019729204008183343, ""A2"": -0.17027871963779279, ""A3"": 0.1850732559507614, ""A4"": -0.4971692660605308, ""B1"": 0.03092655564402625, ""B2"": 0.0018531452811727522, ""K"": 0.0}","{""A1"": 0.8099920763540238, ""A2"": 0.35535197558855425, ""A3"": 0.3177574779887078, ""A4"": 0.49902241134170366, ""B1"": -0.011197351635842928, ""B2"": -0.0018531452811728355, ""K"": 0.03092655564402625}","{""hough_horizontal_threshold"": 74.0, ""hough_oblique_threshold"": -9.0, ""line_merge_distance"": -10.6653, ""line_snap_tolerance_px"": 30.1357, ""r_surface_min"": 0.005999999999999783, ""r_surface_min_frac"": 0.266137, ""segmentation_slot_inset_y"": 20.1898}",0.2733653688786616,0.0630689534390678,20.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_070,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t070,bo,0.028160736471674996,0.7711023213711664,"{""A1"": -0.012889346939168794, ""A2"": 0.5753188168334433, ""A3"": 0.06247059111902076, ""A4"": 0.04067871665999501, ""B1"": 0.7711023213711664, ""B2"": 0.05778159558403484, ""K"": 0.0}","{""A1"": 0.588208163772612, ""A2"": 0.48715177428557754, ""A3"": -0.02179187445902575, ""A4"": 0.017102878924039944, ""B1"": 0.21600833168966474, ""B2"": -0.05778159558403494, ""K"": 0.7711023213711664}","{""hough_horizontal_threshold"": 64.0, ""hough_oblique_threshold"": 37.0, ""line_merge_distance"": -10.4092, ""line_snap_tolerance_px"": 29.049300000000002, ""r_surface_min"": 0.0019000000000000128, ""r_surface_min_frac"": 0.084059, ""segmentation_slot_inset_y"": 19.0787}",0.2641434841682946,0.0630689534390678,21.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_050,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t050,bo,-0.030388625814398662,0.0377928402506101,"{""A1"": -0.025997256114900474, ""A2"": 0.5986848373673772, ""A3"": 0.21989522022476093, ""A4"": 0.019695119893896162, ""B1"": 0.037792840250610145, ""B2"": 0.0722313504104366, ""K"": 0.0}","{""A1"": 0.6246820934822777, ""A2"": 0.6212103828573838, ""A3"": 0.7997998996691352, ""A4"": 0.05253623051654055, ""B1"": -0.06379009636551061, ""B2"": -0.07223135041043666, ""K"": 0.037792840250610145}","{""hough_horizontal_threshold"": 15.0, ""hough_oblique_threshold"": 52.0, ""line_merge_distance"": -3.3762000000000008, ""line_snap_tolerance_px"": -21.503, ""r_surface_min"": 0.0026999999999999247, ""r_surface_min_frac"": 0.119587, ""segmentation_slot_inset_y"": 20.5383}",0.2604857739215554,0.0630689534390678,22.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_072,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t072,bo,-0.028290944260544182,0.8685643683991022,"{""A1"": -0.08904076892352877, ""A2"": 0.04137140956604418, ""A3"": -0.16886471918834323, ""A4"": -0.15129522381030214, ""B1"": 0.8685643683991022, ""B2"": -0.22600334549985424, ""K"": 0.0}","{""A1"": 0.13041217848957287, ""A2"": 0.7897638712456126, ""A3"": 0.01756949537804109, ""A4"": -0.07470812168955206, ""B1"": 0.042394862677369, ""B2"": 0.22600334549985424, ""K"": 0.8685643683991022}","{""hough_horizontal_threshold"": -5.0, ""hough_oblique_threshold"": 3.0, ""line_merge_distance"": -9.8641, ""line_snap_tolerance_px"": -22.912399999999998, ""r_surface_min"": 0.006399999999999739, ""r_surface_min_frac"": 0.283901, ""segmentation_slot_inset_y"": 9.6104}",0.2586645375711371,0.0630689534390678,23.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:4-6/r283:from_100,4-6/r283,SAM4Tun,v4:4-6/r283:t000,v4:4-6/r283:t100,bo,-0.006234422109116566,-0.0265504590949448,"{""A1"": 0.36785508970332703, ""A2"": 0.2596973031473046, ""A3"": 0.0512786115364855, ""A4"": -0.5467482333966831, ""B1"": -0.026550459094944794, ""B2"": -0.019907573722120375, ""K"": 0.0}","{""A1"": -0.10815778655602236, ""A2"": 0.791581308389181, ""A3"": 0.4019731550668314, ""A4"": 0.5268406596745628, ""B1"": 0.39440554879827183, ""B2"": 0.01990757372212032, ""K"": -0.026550459094944794}","{""hough_horizontal_threshold"": 37.0, ""hough_oblique_threshold"": 1.0, ""line_merge_distance"": -0.20459999999999923, ""line_snap_tolerance_px"": -31.0946, ""r_surface_min"": 0.004999999999999893, ""r_surface_min_frac"": 0.221728, ""segmentation_slot_inset_y"": 0.8025}",0.251067873846267,0.0630689534390678,24.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_043,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t043,bo,0.5550094499882318,0.8151949640768907,"{""A1"": -0.08760376384972637, ""A2"": -0.05190041267979634, ""A3"": 0.3600656700103403, ""A4"": -0.6646759612807336, ""B1"": 0.8151949640768907, ""B2"": -0.3640030017309668, ""K"": 0.0}","{""A1"": 0.03570335116993001, ""A2"": 0.4119660826901367, ""A3"": -0.024741631291073984, ""A4"": 0.3006729595497669, ""B1"": 0.09720127207338283, ""B2"": 0.3640030017309667, ""K"": 0.8151949640768907}","{""hough_horizontal_threshold"": 71.0, ""hough_oblique_threshold"": -12.0, ""line_merge_distance"": -5.0431, ""line_snap_tolerance_px"": -29.8418, ""r_surface_min"": 0.039200000000000124, ""r_surface_min_frac"": 0.248254, ""segmentation_slot_inset_y"": 3.924}",0.2798888190606782,0.5946111809393217,1.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_051,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t051,bo,0.5785307477339683,0.2272243222956074,"{""A1"": -0.14636223470965629, ""A2"": -0.05436622232692773, ""A3"": 0.3851182867335081, ""A4"": -0.12296053310569821, ""B1"": 0.2272243222956074, ""B2"": -0.350686286035943, ""K"": 0.0}","{""A1"": 0.0919960123827285, ""A2"": 0.439484509060436, ""A3"": 0.49192118016079367, ""A4"": 0.7722742470697552, ""B1"": 0.6264134429947363, ""B2"": 0.35068628603594293, ""K"": 0.2272243222956074}","{""hough_horizontal_threshold"": 71.0, ""hough_oblique_threshold"": -4.0, ""line_merge_distance"": -6.2674, ""line_snap_tolerance_px"": 9.719299999999997, ""r_surface_min"": 0.06990000000000007, ""r_surface_min_frac"": 0.442826, ""segmentation_slot_inset_y"": 16.339}",0.2580077454395321,0.5946111809393217,2.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_048,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t048,bo,0.5340090129214031,0.933501091488923,"{""A1"": -0.049138787741456, ""A2"": -0.23630982182579457, ""A3"": 0.31079944604136367, ""A4"": -0.6787675485078475, ""B1"": 0.933501091488923, ""B2"": -0.28799591887378917, ""K"": 0.0}","{""A1"": 0.8128289659156613, ""A2"": 0.5471092678671582, ""A3"": 0.010433005450788818, ""A4"": 0.3907716296340584, ""B1"": 0.01736012076962104, ""B2"": 0.2879959188737891, ""K"": 0.933501091488923}","{""hough_horizontal_threshold"": 25.0, ""hough_oblique_threshold"": 9.0, ""line_merge_distance"": -3.2171000000000003, ""line_snap_tolerance_px"": 40.67829999999999, ""r_surface_min"": 0.12159999999999993, ""r_surface_min_frac"": 0.770493, ""segmentation_slot_inset_y"": 12.2514}",0.2539022661445569,0.5946111809393217,3.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_023,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t023,perturb_misaligned,0.533144384662998,0.7323046436281616,"{""A1"": -0.01673871061117646, ""A2"": -0.01946764532714612, ""A3"": 0.338207225898537, ""A4"": -0.6668606086540096, ""B1"": 0.7323046436281616, ""B2"": -0.006293447450954837, ""K"": 0.0}","{""A1"": -0.0027289347159696886, ""A2"": 0.3576748712256832, ""A3"": -0.005067834552546724, ""A4"": 0.6605671612030549, ""B1"": 0.2509566457606619, ""B2"": 0.006293447450954809, ""K"": 0.7323046436281616}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 6.3717}",0.245944737602976,0.6285552623970241,4.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_013,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t013,perturb_misaligned,0.533144384662998,0.7323046436281616,"{""A1"": -0.01673871061117646, ""A2"": -0.01946764532714612, ""A3"": 0.338207225898537, ""A4"": -0.6668606086540096, ""B1"": 0.7323046436281616, ""B2"": -0.006293447450954837, ""K"": 0.0}","{""A1"": -0.0027289347159696886, ""A2"": 0.3576748712256832, ""A3"": -0.005067834552546724, ""A4"": 0.6605671612030549, ""B1"": 0.2509566457606619, ""B2"": 0.006293447450954809, ""K"": 0.7323046436281616}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 6.3717}",0.245944737602976,0.6285552623970241,4.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_057,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t057,bo,0.6042587101147512,0.5805690354010763,"{""A1"": -0.1263065984720481, ""A2"": 0.2877275519264951, ""A3"": 0.34894865690884624, ""A4"": 0.03854232082801978, ""B1"": 0.5805690354010763, ""B2"": -0.4880343041508124, ""K"": 0.0}","{""A1"": 0.41403415039854313, ""A2"": 0.06122110498235128, ""A3"": 0.6895936639191735, ""A4"": 0.4734233750211678, ""B1"": 0.29312436612687554, ""B2"": 0.48803430415081234, ""K"": 0.5805690354010763}","{""hough_horizontal_threshold"": 3.0, ""hough_oblique_threshold"": -10.0, ""line_merge_distance"": -4.1849, ""line_snap_tolerance_px"": 25.6119, ""r_surface_min"": 0.05920000000000014, ""r_surface_min_frac"": 0.375011, ""segmentation_slot_inset_y"": 0.5155}",0.2428436343896495,0.5946111809393217,6.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_018,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t018,perturb_ambiguous_lines,0.5179948053848734,0.713191642835074,"{""A1"": 0.006462150482158924, ""A2"": -0.07482974669552095, ""A3"": 0.34230642169120207, ""A4"": -0.6822327112377985, ""B1"": 0.713191642835074, ""B2"": -0.022520589518920442, ""K"": 0.0}","{""A1"": -0.08129189717767989, ""A2"": 0.4171361683867232, ""A3"": -0.02453913292900059, ""A4"": 0.659712121718878, ""B1"": 0.29327050764708507, ""B2"": 0.022520589518920414, ""K"": 0.713191642835074}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -0.6538000000000004, ""line_snap_tolerance_px"": 37.141000000000005, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 6.3717}",0.2324341652048754,0.6285552623970241,7.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_014,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t014,perturb_weak_hough,0.5179948053848734,0.713191642835074,"{""A1"": 0.006462150482158924, ""A2"": -0.07482974669552095, ""A3"": 0.34230642169120207, ""A4"": -0.6822327112377985, ""B1"": 0.713191642835074, ""B2"": -0.022520589518920442, ""K"": 0.0}","{""A1"": -0.08129189717767989, ""A2"": 0.4171361683867232, ""A3"": -0.02453913292900059, ""A4"": 0.659712121718878, ""B1"": 0.29327050764708507, ""B2"": 0.022520589518920414, ""K"": 0.713191642835074}","{""hough_horizontal_threshold"": 68.0, ""hough_oblique_threshold"": 51.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 6.3717}",0.2324341652048754,0.6285552623970241,7.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_012,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t012,perturb_wrong_r_low,0.5179948053848734,0.713191642835074,"{""A1"": 0.006462150482158924, ""A2"": -0.07482974669552095, ""A3"": 0.34230642169120207, ""A4"": -0.6822327112377985, ""B1"": 0.713191642835074, ""B2"": -0.022520589518920442, ""K"": 0.0}","{""A1"": -0.08129189717767989, ""A2"": 0.4171361683867232, ""A3"": -0.02453913292900059, ""A4"": 0.659712121718878, ""B1"": 0.29327050764708507, ""B2"": 0.022520589518920414, ""K"": 0.713191642835074}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.007899999999999796, ""r_surface_min_frac"": 0.049879, ""segmentation_slot_inset_y"": 6.3717}",0.2324341652048754,0.6420658347951246,7.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_022,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t022,perturb_wrong_r_low,0.5179948053848734,0.713191642835074,"{""A1"": 0.006462150482158924, ""A2"": -0.07482974669552095, ""A3"": 0.34230642169120207, ""A4"": -0.6822327112377985, ""B1"": 0.713191642835074, ""B2"": -0.022520589518920442, ""K"": 0.0}","{""A1"": -0.08129189717767989, ""A2"": 0.4171361683867232, ""A3"": -0.02453913292900059, ""A4"": 0.659712121718878, ""B1"": 0.29327050764708507, ""B2"": 0.022520589518920414, ""K"": 0.713191642835074}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.007899999999999796, ""r_surface_min_frac"": 0.049879, ""segmentation_slot_inset_y"": 6.3717}",0.2324341652048754,0.6285552623970241,7.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
sam4tun:5-5/r258:from_001,5-5/r258,SAM4Tun,v4:5-5/r258:t000,v4:5-5/r258:t001,intrinsic_r_otsu,0.5179948053848734,0.713191642835074,"{""A1"": 0.006462150482158924, ""A2"": -0.07482974669552095, ""A3"": 0.34230642169120207, ""A4"": -0.6822327112377985, ""B1"": 0.713191642835074, ""B2"": -0.022520589518920442, ""K"": 0.0}","{""A1"": -0.08129189717767989, ""A2"": 0.4171361683867232, ""A3"": -0.02453913292900059, ""A4"": 0.659712121718878, ""B1"": 0.29327050764708507, ""B2"": 0.022520589518920414, ""K"": 0.713191642835074}","{""hough_horizontal_threshold"": 24.0, ""hough_oblique_threshold"": 38.0, ""line_merge_distance"": -7.6666, ""line_snap_tolerance_px"": -11.118099999999998, ""r_surface_min"": 0.0, ""r_surface_min_frac"": 0.0, ""segmentation_slot_inset_y"": 6.3717}",0.2324341652048754,0.6420658347951246,7.0,1,0.2,candidate = SAM4Tun_prior + retrieved_successful_delta
