experience_id,experience_pool,source_type,trial_id,trial_kind,ring_id,ring_segment_count,ring_diversity_slot,ring_density_sparsity_slot,ring_tunnel_id,ring_tunnel_diameter_m,ring_ceiling_miou_ref,ring_depth_row_nonempty_ratio,ring_depth_col_nonempty_ratio,ring_depth_finite_ratio,ring_depth_coverage_ratio,ring_depth_blank_band_ratio,ring_image_height,ring_image_width,line_oblique_line_count,line_oblique_line_strength_pos,line_oblique_line_strength_neg,line_oblique_angle_consistency,line_horizontal_line_count,line_horizontal_spacing_consistency,line_detection_confidence_K,line_detection_confidence_AB,layout_k_center_norm,layout_k_center_norm_w,layout_k_width_norm,layout_k_width_norm_w,layout_ab_offset_norm_json,layout_arc_width_norm_json,layout_boundary_positions_norm_json,layout_segment_order_json,layout_hough_oblique_threshold,layout_hough_horizontal_threshold,layout_line_merge_distance,layout_line_snap_tolerance_px,layout_segmentation_slot_inset_y,layout_r_surface_min,layout_r_surface_min_frac,layout_order_branch,form_missing_block_hint,form_guardrail_violation_count,form_boundary_gap_norm,form_segment_coverage_pct,form_y_order_consistency,form_arc_width_entropy,form_mask_reclass_count,form_ready_for_segmentation,label_gt_miou,label_regret_vs_ceiling,label_agent_error,label_rank_within_ring,label_rank_within_ring_pool,label_success_flag,label_failure_flag
v4:4-6/r283:t118,v4,SAM4Tun,118,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6672681971390766,8.296248975124882,0.650042111331541,8.08207437885472,"{""K"": 0.0, ""B1"": 0.650042111331541, ""A1"": 0.20554963179874064, ""A2"": 0.14850878898520403, ""A3"": 0.9222535465855383, ""A4"": 0.5149535390553078, ""B2"": 0.5097046362753946}","{""K"": 0.650042111331541, ""B1"": 0.5555075204671996, ""A1"": 0.9429591571864633, ""A2"": 0.7737447576003342, ""A3"": 0.5926999924697697, ""A4"": 0.9947510972200869, ""B2"": 0.4902953637246053}","[0.3250210556657705, 0.4277958715651408, 0.17702921039197234, 0.5353811677853711, 0.718603542820423, 0.5123290876653513, 0.2548523181376973]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",65.0,86.0,10.934,67.6805,3.9193,3.7373,0.132909,minus,0,0,0.005247311827956984,100.0,0.0,1.914462784329494,0,True,0.1463164239371731,0.0630689534390678,False,158.0,55.0,1,1
v4:4-6/r283:t119,v4,SAM4Tun,119,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,10.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.3781140434542331,4.701150540273219,0.22425817403259166,2.7882366557528107,"{""K"": 0.0, ""B1"": 0.22425817403259166, ""A1"": 0.7245786593986214, ""A2"": 0.1818399480373315, ""A3"": 0.14682068023255912, ""A4"": 0.8126165829051321, ""B2"": 0.8670675829747586}","{""K"": 0.22425817403259166, ""B1"": 0.5003204853660297, ""A1"": 0.45726128863871013, ""A2"": 0.9649807321952275, ""A3"": 0.6657959026725729, ""A4"": 0.0544510000696266, ""B2"": 0.13293241702524136}","[0.11212908701629583, 0.47441841671560653, 0.45320930371797646, 0.16433031413494534, 0.47971863156884564, 0.8398420829399453, 0.4335337914873793]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",36.0,65.0,9.7803,17.491,6.4773,3.7356,0.057414,minus,0,0,0.035032258064516146,100.0,0.0,1.6891082986647752,0,True,0.187972925609317,0.0630689534390678,False,102.0,40.0,1,1
v4:4-1/r116:t000,v4,SAM4Tun,0,sam4tun_static,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,1.0,0.0,1.0,1.0,56.0,0.14893617021276595,1.0,1.0,0.8692143133198171,10.892919798837708,0.06250515943846414,0.7833093384947953,"{""K"": 0.0, ""B1"": 0.06250515943846414, ""A1"": 0.21875429953205347, ""A2"": 0.37500343962564275, ""A3"": 0.5312525797192321, ""A4"": 0.6875017198128215, ""B2"": 0.8437508599064109}","{""K"": 0.06250515943846414, ""B1"": 0.15624914009358934, ""A1"": 0.15624914009358926, ""A2"": 0.1562491400935894, ""A3"": 0.15624914009358937, ""A4"": 0.15624914009358937, ""B2"": 0.15624914009358917}","[0.03125257971923207, 0.1406297294852588, 0.2968788695788481, 0.4531280096724374, 0.6093771497660267, 0.7656262898596162, 0.4218754299532054]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",37.0,37.0,12.0,37.0,0.0,2.0736,2.6e-05,plus,0,0,0.06252122241086597,100.0,1.0,1.9135708884262568,0,True,0.2197577509271661,0.6853422490728338,False,61.0,24.0,1,1
v4:4-1/r116:t001,v4,SAM4Tun,1,intrinsic_r_otsu,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,31.0,0.08244680851063829,1.0,0.0,0.625095466604667,7.833643187875507,0.7756856902451935,9.720827054349341,"{""K"": 0.0, ""B1"": 0.7756856902451935, ""A1"": 0.22520718999059183, ""A2"": 0.30016628491122543, ""A3"": 0.8735534453962619, ""A4"": 0.005265304565574724, ""B2"": 0.8212284183827663}","{""K"": 0.7756856902451935, ""B1"": 0.44952149974539823, ""A1"": 0.07495909492063357, ""A2"": 0.5733871604850365, ""A3"": 0.1317118591693128, ""A4"": 0.8159631138171916, ""B2"": 0.1787715816172337}","[0.38784284512259676, 0.5004464401178926, 0.2626867374509086, 0.5868598651537437, 0.43940937498091825, 0.4132468614741705, 0.41061420919138314]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",75.0,61.0,4.3334,25.8819,6.3717,2.9748,0.537737,plus,0,0,0.005284380305602736,100.0,0.0,1.7020488428809704,0,True,0.1501603746954813,0.6853422490728338,False,128.0,46.0,0,1
v4:4-1/r116:t002,v4,SAM4Tun,2,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,34.0,0.09042553191489362,1.0,0.0,0.5045482589579533,6.322955840983712,0.9955002834343927,12.475524828571432,"{""K"": 0.0, ""B1"": 0.9955002834343927, ""A1"": 0.7926619192137531, ""A2"": 0.6221792294411627, ""A3"": 0.9889601476818849, ""A4"": 0.21530869823559895, ""B2"": 0.16021203385784455}","{""K"": 0.9955002834343927, ""B1"": 0.7971616357793604, ""A1"": 0.8295173102274096, ""A2"": 0.36678091824072223, ""A3"": 0.226348550553714, ""A4"": 0.9449033356222456, ""B2"": 0.8397879661421555}","[0.49775014171719634, 0.8940811013240729, 0.7074205743274579, 0.8055696885615238, 0.602134422958742, 0.18776036604672175, 0.08010601692892227]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",61.0,15.0,1.3925,43.6167,11.6552,3.6107,0.917154,plus,0,0,0.004499151103565424,100.0,0.0,1.858356258546,0,True,0.0984282873390782,0.6853422490728338,False,168.0,55.0,0,1
v4:4-1/r116:t003,v4,SAM4Tun,3,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,35.0,0.09308510638297872,1.0,0.0,0.6292262544910104,7.885409870110748,0.4968734353935042,6.22677560525051,"{""K"": 0.0, ""B1"": 0.4968734353935042, ""A1"": 0.24751492202733083, ""A2"": 0.01179402554250586, ""A3"": 0.19240214398531064, ""A4"": 0.6920321208818392, ""B2"": 0.2006067239869952}","{""K"": 0.4968734353935042, ""B1"": 0.7506414866338266, ""A1"": 0.7642791035151751, ""A2"": 0.18060811844280478, ""A3"": 0.49962997689652855, ""A4"": 0.5085746031051559, ""B2"": 0.7993932760130048}","[0.2484367176967521, 0.37219417871041754, 0.12965447378491834, 0.10209808476390825, 0.44221713243357497, 0.4463194224344172, 0.1003033619934976]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",43.0,10.0,10.1305,16.5846,6.69,3.549,0.88034,minus,0,0,0.00821307300509334,100.0,0.0,1.873024962520021,0,True,0.1940295401570811,0.6853422490728338,False,82.0,30.0,1,1
v4:4-1/r116:t004,v4,SAM4Tun,4,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5097908098684232,6.388655042819176,0.6397171669425262,8.01688109210953,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}","{""K"": 0.6397171669425262, ""B1"": 0.10205378041933086, ""A1"": 0.34972465770118855, ""A2"": 0.44964821631344315, ""A3"": 0.9666284149238613, ""A4"": 0.3635671403925307, ""B2"": 0.12866062330711933}","[0.3198585834712631, 0.6907440571521917, 0.41663327621245133, 0.3163197132197672, 0.5244580288384193, 0.6895558064966153, 0.4356696883464403]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,2.3253,0.150206,plus,0,0,0.03336162988115449,100.0,0.0,1.7352813753567915,0,True,0.3017260119468371,0.6033739880531629,False,23.0,8.0,1,0
v4:4-1/r116:t005,v4,SAM4Tun,5,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,49.0,0.13031914893617022,1.0,0.0,0.8163381038190758,10.230279641477354,0.9787478844112216,12.265585189749139,"{""K"": 0.0, ""B1"": 0.9787478844112216, ""A1"": 0.5899916930106103, ""A2"": 0.6050562538298513, ""A3"": 0.6379965807883322, ""A4"": 0.6764502438127883, ""B2"": 0.1507880191683687}","{""K"": 0.9787478844112216, ""B1"": 0.6112438085993886, ""A1"": 0.015064560819241003, ""A2"": 0.03294032695848097, ""A3"": 0.03845366302445603, ""A4"": 0.47433777535558047, ""B2"": 0.8492119808316313}","[0.4893739422056108, 0.7843697887109159, 0.5975239734202308, 0.6215264173090917, 0.6572234123005603, 0.4136191314905785, 0.07539400958418435]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",48.0,36.0,5.4275,12.2528,24.1957,2.4339,0.215003,plus,0,0,0.015067911714770798,100.0,0.0,1.4704178581757068,0,True,0.1638982104627928,0.6033739880531629,False,114.0,42.0,0,1
v4:4-1/r116:t006,v4,SAM4Tun,6,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,64.0,0.1702127659574468,1.0,0.0,0.6717651626112849,8.418503846341421,0.8740770261495046,10.95385890217145,"{""K"": 0.0, ""B1"": 0.8740770261495046, ""A1"": 0.6622147383384538, ""A2"": 0.13161581580830573, ""A3"": 0.8450743208745529, ""A4"": 0.9449481711449795, ""B2"": 0.9039167881959269}","{""K"": 0.8740770261495046, ""B1"": 0.7881377121889492, ""A1"": 0.46940107746985194, ""A2"": 0.7134585050662472, ""A3"": 0.09987385027042663, ""A4"": 0.9589686170509474, ""B2"": 0.09608321180407312}","[0.4370385130747523, 0.7681458822439792, 0.39691527707337976, 0.4883450683414293, 0.8950112460097661, 0.9244324796704531, 0.45195839409796346]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",58.0,26.0,3.1171,74.5929,13.8082,2.3762,0.180576,plus,0,0,0.029011035653650215,100.0,0.0,1.73542546273378,0,True,0.148204640963065,0.6033739880531629,False,132.0,48.0,0,1
v4:4-1/r116:t007,v4,SAM4Tun,7,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,21.0,0.05585106382978723,1.0,0.0,0.8840568941964698,11.078925759185548,0.5696942744738079,7.139360163086656,"{""K"": 0.0, ""B1"": 0.5696942744738079, ""A1"": 0.3762878361299201, ""A2"": 0.41095528215712984, ""A3"": 0.23948921268184487, ""A4"": 0.03805728669123909, ""B2"": 0.8762188081092709}","{""K"": 0.5696942744738079, ""B1"": 0.8065935616561122, ""A1"": 0.03466744602720976, ""A2"": 0.828533930524715, ""A3"": 0.7985680740093941, ""A4"": 0.8381615214180318, ""B2"": 0.12378119189072909}","[0.28484713723690397, 0.472991055301864, 0.393621559143525, 0.32522224741948735, 0.13877324968654198, 0.45713804740025504, 0.43810940405463544]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",50.0,70.0,4.5438,61.3494,0.6299,2.6973,0.372164,minus,0,0,0.03467741935483868,100.0,0.0,1.7244218378159588,0,True,0.1786941922022171,0.6033739880531629,False,100.0,36.0,0,1
v4:4-1/r116:t008,v4,SAM4Tun,8,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,31.0,0.08244680851063829,1.0,0.0,0.03035029438411163,0.3803473062179096,0.9671482353973678,12.120219375511693,"{""K"": 0.0, ""B1"": 0.9671482353973678, ""A1"": 0.6577607300385144, ""A2"": 0.4282202463894813, ""A3"": 0.5237401079104803, ""A4"": 0.8728092085647744, ""B2"": 0.3442106669960262}","{""K"": 0.9671482353973678, ""B1"": 0.6906124946411466, ""A1"": 0.7704595163509669, ""A2"": 0.09551986152099895, ""A3"": 0.34906910065429414, ""A4"": 0.47140145843125175, ""B2"": 0.6557893330039738}","[0.4835741176986839, 0.8124544827179411, 0.5429904882139979, 0.47598017714998075, 0.6982746582376274, 0.6085099377804003, 0.1721053334980131]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",59.0,85.0,4.9096,43.9324,19.1312,3.5973,0.909159,plus,0,0,0.032852292020373555,100.0,0.0,1.8142393329605413,0,True,0.1743864921157616,0.6033739880531629,False,106.0,37.0,0,1
v4:4-1/r116:t009,v4,SAM4Tun,9,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,13.0,4.0,9.0,0.0,22.0,0.05851063829787234,1.0,0.0,0.1510622780768155,1.89309961249456,0.005178865815432143,0.06490110564445814,"{""K"": 0.0, ""B1"": 0.005178865815432143, ""A1"": 0.752977503597754, ""A2"": 0.8105268303172452, ""A3"": 0.13676405154258153, ""A4"": 0.41890365091318515, ""B2"": 0.8152562779950456}","{""K"": 0.005178865815432143, ""B1"": 0.7477986377823219, ""A1"": 0.057549326719491194, ""A2"": 0.3262372212253364, ""A3"": 0.2821395993706036, ""A4"": 0.3963526270818605, ""B2"": 0.18474372200495437}","[0.0025894329077160716, 0.37907818470659305, 0.7817521669574996, 0.4736454409299134, 0.2778338512278834, 0.6170799644541154, 0.4076281389975228]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",16.0,79.0,9.7233,43.4753,18.1462,2.453,0.2264,plus,0,0,0.004732597623090022,100.0,0.0,1.5982099193957546,0,True,0.1925249117355645,0.6033739880531629,False,85.0,31.0,1,1
v4:4-1/r116:t010,v4,SAM4Tun,10,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,47.0,0.125,1.0,0.0,0.19852114799267284,2.487850131227326,0.17940602756714652,2.2483010688733893,"{""K"": 0.0, ""B1"": 0.17940602756714652, ""A1"": 0.34606143911247844, ""A2"": 0.9481240614108147, ""A3"": 0.5733327176111209, ""A4"": 0.34006806742083984, ""B2"": 0.2715246198087853}","{""K"": 0.17940602756714652, ""B1"": 0.16665541154533192, ""A1"": 0.6020626222983363, ""A2"": 0.6252086562003062, ""A3"": 0.7667353498097189, ""A4"": 0.9314565523879456, ""B2"": 0.7284753801912146}","[0.08970301378357326, 0.2627337333398125, 0.6470927502616466, 0.7607283895109678, 0.4567003925159803, 0.30579634361481256, 0.13576230990439264]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",86.0,59.0,11.7843,43.6642,13.0292,3.5762,0.896569,plus,0,0,0.006005942275042387,100.0,0.0,1.812933477081816,0,True,0.1469474442799982,0.6033739880531629,False,135.0,49.0,0,1
v4:4-1/r116:t011,v4,SAM4Tun,11,random,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,35.0,0.09308510638297872,1.0,0.0,0.7427674182150396,9.308298070822516,0.4266495038362583,5.346735271479918,"{""K"": 0.0, ""B1"": 0.4266495038362583, ""A1"": 0.8781878594182805, ""A2"": 0.4116461499068884, ""A3"": 0.9227595761684675, ""A4"": 0.06871535212186153, ""B2"": 0.42999686190116304}","{""K"": 0.4266495038362583, ""B1"": 0.45153835558202216, ""A1"": 0.5334582904886079, ""A2"": 0.5111134262615791, ""A3"": 0.14595577595339415, ""A4"": 0.3612815097793015, ""B2"": 0.570003138098837}","[0.21332475191812916, 0.6524186816272695, 0.6449170046625844, 0.667202863037678, 0.4957374641451645, 0.24935610701151226, 0.21499843095058152]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",54.0,115.0,3.761,65.4529,16.9118,3.2754,0.717094,plus,0,0,0.003353140916808164,100.0,0.0,1.888544346861848,0,True,0.1919295345056083,0.6033739880531629,False,89.0,32.0,1,1
v4:4-1/r116:t012,v4,SAM4Tun,12,perturb_wrong_r_low,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5097908098684232,6.388655042819176,0.6397171669425262,8.01688109210953,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}","{""K"": 0.6397171669425262, ""B1"": 0.10205378041933086, ""A1"": 0.34972465770118855, ""A2"": 0.44964821631344315, ""A3"": 0.9666284149238613, ""A4"": 0.3635671403925307, ""B2"": 0.12866062330711933}","[0.3198585834712631, 0.6907440571521917, 0.41663327621245133, 0.3163197132197672, 0.5244580288384193, 0.6895558064966153, 0.4356696883464403]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,2.1574,0.050027,plus,0,0,0.03336162988115449,100.0,0.0,1.7352813753567915,0,True,0.3017260119468371,0.6033739880531629,False,23.0,8.0,1,0
v4:4-1/r116:t013,v4,SAM4Tun,13,perturb_misaligned,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5249403891465477,6.5785082810067355,0.6588301677356139,8.25640359141014,"{""K"": 0.0, ""B1"": 0.6588301677356139, ""A1"": 0.7185700862685217, ""A2"": 0.1468577064314205, ""A3"": 0.5370446255838237, ""A4"": 0.5231443388841388, ""B2"": 0.8875665187608461}","{""K"": 0.6588301677356139, ""B1"": 0.059739918532907825, ""A1"": 0.42828762016289884, ""A2"": 0.3901869191524032, ""A3"": 0.9860997133003151, ""A4"": 0.3644221798767074, ""B2"": 0.11243348123915382}","[0.32941508386780693, 0.6887001270020678, 0.4327138963499711, 0.3419511660076221, 0.5300944822339813, 0.7053554288224925, 0.44378325938042307]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,2.3253,0.150206,plus,0,0,0.013900679117147714,100.0,0.0,1.6989524187599134,0,True,0.2446237205345992,0.6033739880531629,False,52.0,19.0,1,1
v4:4-1/r116:t014,v4,SAM4Tun,14,perturb_weak_hough,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,36.0,0.09574468085106383,1.0,0.0,0.5097908098684232,6.388655042819176,0.6397171669425262,8.01688109210953,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}","{""K"": 0.6397171669425262, ""B1"": 0.10205378041933086, ""A1"": 0.34972465770118855, ""A2"": 0.44964821631344315, ""A3"": 0.9666284149238613, ""A4"": 0.3635671403925307, ""B2"": 0.12866062330711933}","[0.3198585834712631, 0.6907440571521917, 0.41663327621245133, 0.3163197132197672, 0.5244580288384193, 0.6895558064966153, 0.4356696883464403]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",88.0,105.0,1.6518,34.0724,8.0759,2.3253,0.150206,plus,0,0,0.03336162988115449,100.0,0.0,1.7352813753567915,0,True,0.3017260119468371,0.6033739880531629,False,23.0,8.0,1,0
v4:4-1/r116:t015,v4,SAM4Tun,15,perturb_offset_shift,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5097908098684232,6.388655042819176,0.5995607171532442,7.513643880920443,"{""K"": 0.0, ""B1"": 0.5995607171532442, ""A1"": 0.7173570816849061, ""A2"": 0.02019442559428955, ""A3"": 0.4333127946418337, ""A4"": 0.43887020309443137, ""B2"": 0.9710508320026188}","{""K"": 0.5995607171532442, ""B1"": 0.11779636453166188, ""A1"": 0.30283734390938344, ""A2"": 0.4131183690475441, ""A3"": 0.005557408452597674, ""A4"": 0.5321806289081874, ""B2"": 0.028949167997381252}","[0.2997803585766221, 0.6584588994190752, 0.3687757536395978, 0.2267536101180616, 0.4360914988681326, 0.7049605175485251, 0.4855254160013094]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,2.3253,0.150206,minus,0,0,0.0055602716468592375,100.0,0.0,1.569498062617804,0,True,0.1965164057746649,0.6033739880531629,False,79.0,29.0,1,1
v4:4-1/r116:t016,v4,SAM4Tun,16,perturb_guardrail_smoke,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.02,0.25063829787234043,0.36855962544691223,4.61875785932407,"{""K"": 0.0, ""B1"": 0.36855962544691223, ""A1"": 0.4734550470493924, ""A2"": 0.5792090265315406, ""A3"": 0.5945665364875315, ""A4"": 0.5689967747006195, ""B2"": 0.3839614857575669}","{""K"": 0.36855962544691223, ""B1"": 0.10489542160248018, ""A1"": 0.10575397948214822, ""A2"": 0.015357509955990964, ""A3"": 0.9744302382130878, ""A4"": 0.8149647110569475, ""B2"": 0.6160385142424332}","[0.18427981272345612, 0.4210073362481523, 0.5263320367904665, 0.5868877815095361, 0.5817816555940756, 0.47647913022909316, 0.19198074287878344]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,2.3253,0.150206,plus,0,0,0.01020797962648555,100.0,0.0,1.564128987353704,0,True,0.2127417540522059,0.6033739880531629,False,67.0,25.0,1,1
v4:4-1/r116:t017,v4,SAM4Tun,17,perturb_wrong_r_high,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5097908098684232,6.388655042819176,0.6397171669425262,8.01688109210953,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}","{""K"": 0.6397171669425262, ""B1"": 0.10205378041933086, ""A1"": 0.34972465770118855, ""A2"": 0.44964821631344315, ""A3"": 0.9666284149238613, ""A4"": 0.3635671403925307, ""B2"": 0.12866062330711933}","[0.3198585834712631, 0.6907440571521917, 0.41663327621245133, 0.3163197132197672, 0.5244580288384193, 0.6895558064966153, 0.4356696883464403]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,1.6518,34.0724,8.0759,3.6657,0.949971,plus,0,0,0.03336162988115449,100.0,0.0,1.7352813753567915,0,True,0.3230586240922682,0.5820413759077319,False,19.0,6.0,1,0
v4:4-1/r116:t018,v4,SAM4Tun,18,perturb_ambiguous_lines,4-1/r116,7,partial_irregular_7,representative,4-1,7.5,0.9051,0.8425297113752123,1.0,0.7618670528844417,0.7618670528844417,0.0715195246179966,4712.0,376.0,0.0,0.0,0.0,0.0,33.0,0.08776595744680851,1.0,0.0,0.5097908098684232,6.388655042819176,0.6397171669425262,8.01688109210953,"{""K"": 0.0, ""B1"": 0.6397171669425262, ""A1"": 0.7417709473618571, ""A2"": 0.09149560506304566, ""A3"": 0.5411438213764888, ""A4"": 0.50777223630035, ""B2"": 0.8713393766928806}","{""K"": 0.6397171669425262, ""B1"": 0.10205378041933086, ""A1"": 0.34972465770118855, ""A2"": 0.44964821631344315, ""A3"": 0.9666284149238613, ""A4"": 0.3635671403925307, ""B2"": 0.12866062330711933}","[0.3198585834712631, 0.6907440571521917, 0.41663327621245133, 0.3163197132197672, 0.5244580288384193, 0.6895558064966153, 0.4356696883464403]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",42.0,76.0,11.3462,74.141,8.0759,2.3253,0.150206,plus,0,0,0.03336162988115449,100.0,0.0,1.7352813753567915,0,True,0.3017260119468371,0.5820413759077319,False,23.0,8.0,1,0
