experience_id,experience_pool,source_type,trial_id,trial_kind,ring_id,ring_segment_count,ring_diversity_slot,ring_density_sparsity_slot,ring_tunnel_id,ring_tunnel_diameter_m,ring_ceiling_miou_ref,ring_depth_row_nonempty_ratio,ring_depth_col_nonempty_ratio,ring_depth_finite_ratio,ring_depth_coverage_ratio,ring_depth_blank_band_ratio,ring_image_height,ring_image_width,line_oblique_line_count,line_oblique_line_strength_pos,line_oblique_line_strength_neg,line_oblique_angle_consistency,line_horizontal_line_count,line_horizontal_spacing_consistency,line_detection_confidence_K,line_detection_confidence_AB,layout_k_center_norm,layout_k_center_norm_w,layout_k_width_norm,layout_k_width_norm_w,layout_ab_offset_norm_json,layout_arc_width_norm_json,layout_boundary_positions_norm_json,layout_segment_order_json,layout_hough_oblique_threshold,layout_hough_horizontal_threshold,layout_line_merge_distance,layout_line_snap_tolerance_px,layout_segmentation_slot_inset_y,layout_r_surface_min,layout_r_surface_min_frac,layout_order_branch,form_missing_block_hint,form_guardrail_violation_count,form_boundary_gap_norm,form_segment_coverage_pct,form_y_order_consistency,form_arc_width_entropy,form_mask_reclass_count,form_ready_for_segmentation,label_gt_miou,label_regret_vs_ceiling,label_agent_error,label_rank_within_ring,label_rank_within_ring_pool,label_success_flag,label_failure_flag
v3:4-6/r283:t095,v3,random,95,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,10.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.6599628364596268,8.205420292880389,0.41089958526546366,5.108778266001086,"{""K"": 0.0, ""B1"": 0.41089958526546366, ""A1"": 0.507618643826914, ""A2"": 0.7606886878187217, ""A3"": 0.6876518445497511, ""A4"": 0.14716950548934893, ""B2"": 0.5408322401973755}","{""K"": 0.41089958526546366, ""B1"": 0.09671905856145034, ""A1"": 0.25307004399180766, ""A2"": 0.9269631567310294, ""A3"": 0.4595176609395978, ""A4"": 0.3936627347080266, ""B2"": 0.4591677598026245}","[0.20544979263273183, 0.45925911454618884, 0.6341536658228178, 0.7241702661842364, 0.41741067501955004, 0.3440008728433622, 0.27041612009868776]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",36.0,115.0,8.0779,28.0203,14.2035,3.7351,0.035209,plus,0,0,0.03320430107526884,100.0,0.0,1.7956541776003483,0,True,0.175974594715597,0.5693256134990635,False,114.0,33.0,1,1
v3:4-6/r283:t096,v3,random,96,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6814722726458402,8.472850448671542,0.9696331703541652,12.055599577932801,"{""K"": 0.0, ""B1"": 0.9696331703541652, ""A1"": 0.1335837949549532, ""A2"": 0.4397920740791075, ""A3"": 0.6245326367406387, ""A4"": 0.9561400878335851, ""B2"": 0.5453274839077299}","{""K"": 0.9696331703541652, ""B1"": 0.16395062460078808, ""A1"": 0.30620827912415427, ""A2"": 0.18474056266153124, ""A3"": 0.3316074510929463, ""A4"": 0.5891873960741448, ""B2"": 0.45467251609227016}","[0.4848165851770826, 0.5516084826545592, 0.28668793451703034, 0.5321623554098731, 0.7903363622871119, 0.7507337858706574, 0.27266374195386495]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",78.0,49.0,4.3359,68.477,13.5304,3.7464,0.537033,plus,0,0,0.013483870967741896,100.0,0.0,1.7775517819443962,0,True,0.1039555045004734,0.5693256134990635,False,246.0,78.0,0,1
v3:4-6/r283:t097,v3,random,97,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5331317445799632,6.628509658547671,0.23460331524023248,2.9168594007141206,"{""K"": 0.0, ""B1"": 0.23460331524023248, ""A1"": 0.8949914796128395, ""A2"": 0.022893624921872302, ""A3"": 0.9357135689330878, ""A4"": 0.5037641189856044, ""B2"": 0.5417875500250936}","{""K"": 0.23460331524023248, ""B1"": 0.6603881643726071, ""A1"": 0.12790214530903277, ""A2"": 0.9128199440112154, ""A3"": 0.5680505500525166, ""A4"": 0.038023431039489256, ""B2"": 0.4582124499749064}","[0.11730165762011624, 0.5647973974265359, 0.4589425522673559, 0.47930359692748004, 0.719738843959346, 0.522775834505349, 0.2708937750125468]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",83.0,59.0,10.2772,33.4803,13.306,3.7549,0.914511,plus,0,0,0.022881720430107545,100.0,0.0,1.6864875266675137,0,True,0.1522259780261736,0.5693256134990635,False,138.0,37.0,1,1
v3:4-6/r283:t098,v3,random,98,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7517425632687599,9.346531869518005,0.9467494595008672,11.771082852082975,"{""K"": 0.0, ""B1"": 0.9467494595008672, ""A1"": 0.9852942998294363, ""A2"": 0.13578723486468558, ""A3"": 0.6018073136107621, ""A4"": 0.293162500896602, ""B2"": 0.47835221977995845}","{""K"": 0.9467494595008672, ""B1"": 0.03854484032856905, ""A1"": 0.15049293503524935, ""A2"": 0.4660200787460765, ""A3"": 0.6913551872858399, ""A4"": 0.1851897188833565, ""B2"": 0.5216477802200415}","[0.4733747297504336, 0.9660218796651517, 0.5605407673470609, 0.36879727423772385, 0.4474849072536821, 0.38575736033828023, 0.23917610988997923]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",35.0,100.0,6.95,39.6325,10.2583,3.7441,0.434892,plus,0,0,0.014709677419354859,100.0,0.0,1.6736398913527468,0,True,0.2281710376370676,0.5693256134990635,False,69.0,13.0,1,1
v3:4-6/r283:t099,v3,random,99,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,7.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6886754074877067,8.56240814122416,0.37277275461362636,4.634741467789739,"{""K"": 0.0, ""B1"": 0.37277275461362636, ""A1"": 0.9465280979708303, ""A2"": 0.18537777790337284, ""A3"": 0.24784146194027892, ""A4"": 0.29234801859283666, ""B2"": 0.5028467610690887}","{""K"": 0.37277275461362636, ""B1"": 0.5737553433572039, ""A1"": 0.23884967993254255, ""A2"": 0.06246368403690608, ""A3"": 0.04450655665255771, ""A4"": 0.21049874247625203, ""B2"": 0.49715323893091135}","[0.18638637730681318, 0.6596504262922283, 0.5659529379371016, 0.21660961992182587, 0.2700947402665578, 0.3975973898309626, 0.2514233805345443]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",40.0,103.0,2.7118,14.2978,4.6683,3.736,0.075177,plus,0,0,0.044516129032258066,100.0,0.0,1.701046227074987,0,True,0.1965341584140334,0.5693256134990635,False,98.0,25.0,1,1
v3:4-6/r283:t100,v3,random,100,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6013912465083824,7.477190631721866,0.21880205551492615,2.7203998880866487,"{""K"": 0.0, ""B1"": 0.21880205551492615, ""A1"": 0.5367524471265828, ""A2"": 0.8543661069740011, ""A3"": 0.4039412849830194, ""A4"": 0.5162924011796043, ""B2"": 0.5294780288942174}","{""K"": 0.21880205551492615, ""B1"": 0.3179503916116566, ""A1"": 0.3176136598474183, ""A2"": 0.5495751780090182, ""A3"": 0.1123511161965849, ""A4"": 0.013185627714613093, ""B2"": 0.4705219711057826}","[0.10940102775746308, 0.37777725132075446, 0.695559277050292, 0.6291536959785102, 0.46011684308131184, 0.5228852150369109, 0.2647390144471087]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",85.0,80.0,4.636,53.1025,0.1705,3.7406,0.27946,minus,0,0,0.007290322580645156,100.0,0.0,1.7168950582247615,0,True,0.0791295735623126,0.5693256134990635,False,288.0,91.0,0,1
v3:4-6/r283:t101,v3,random,101,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7113942855528022,8.844875475455963,0.4608786566624698,5.730175811445146,"{""K"": 0.0, ""B1"": 0.4608786566624698, ""A1"": 0.679671542994066, ""A2"": 0.6431143866737788, ""A3"": 0.7911652428614299, ""A4"": 0.5461622869537325, ""B2"": 0.5264845805846666}","{""K"": 0.4608786566624698, ""B1"": 0.21879288633159621, ""A1"": 0.9634428436797128, ""A2"": 0.1480508561876511, ""A3"": 0.7549970440923025, ""A4"": 0.9803222936309343, ""B2"": 0.4735154194153334}","[0.2304393283312349, 0.570275099828268, 0.6613929648339224, 0.7171398147676044, 0.6686637649075813, 0.5363234337691994, 0.2632422902923333]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",89.0,98.0,6.7916,59.5664,7.4688,3.7384,0.181759,plus,0,0,0.01967741935483871,100.0,0.0,1.7847523896526414,0,True,0.0813810061874196,0.5693256134990635,False,285.0,88.0,0,1
v3:4-6/r283:t102,v3,random,102,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7403158353574083,9.204461589336761,0.6977101938169508,8.674739040772248,"{""K"": 0.0, ""B1"": 0.6977101938169508, ""A1"": 0.6482769263282193, ""A2"": 0.2871588157573238, ""A3"": 0.4573053507394167, ""A4"": 0.09598891749228522, ""B2"": 0.46258016601702423}","{""K"": 0.6977101938169508, ""B1"": 0.9505667325112686, ""A1"": 0.6388818894291044, ""A2"": 0.17014653498209287, ""A3"": 0.6386835667528685, ""A4"": 0.366591248524739, ""B2"": 0.5374198339829758}","[0.3488550969084754, 0.672993560072585, 0.46771787104277157, 0.37223208324837026, 0.27664713411585096, 0.2792845417546547, 0.23129008300851212]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",43.0,62.0,6.1611,25.9228,8.8505,3.7531,0.834575,minus,0,0,0.005290322580645167,100.0,0.0,1.8550126968955745,0,True,0.0395454545454545,0.5693256134990635,False,355.0,119.0,0,1
v3:4-6/r283:t103,v3,random,103,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,28.0,15.0,13.0,0.0,0.0,0.0,1.0,0.0,0.7085431781110055,8.809427214481753,0.366319843371288,4.55451142159489,"{""K"": 0.0, ""B1"": 0.366319843371288, ""A1"": 0.4164452024168651, ""A2"": 0.2028713231981344, ""A3"": 0.05529493017652475, ""A4"": 0.8173369676151604, ""B2"": 0.5183433470678134}","{""K"": 0.366319843371288, ""B1"": 0.05012535904557715, ""A1"": 0.7864261207812692, ""A2"": 0.8524236069783904, ""A3"": 0.7620420374386357, ""A4"": 0.701006379452653, ""B2"": 0.4816566529321866}","[0.183159921685644, 0.3913825228940765, 0.30965826280749975, 0.12908312668732955, 0.4363159488958426, 0.6678401573414869, 0.2591716735339067]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",19.0,112.0,5.9459,42.8765,10.004,3.7418,0.332751,plus,0,0,0.05012903225806452,100.0,0.0,1.7990289205916752,0,True,0.1395029975622462,0.5693256134990635,False,166.0,51.0,1,1
v3:4-6/r283:t104,v3,random,104,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6892782783927008,8.569903728679302,0.19565031863972937,2.43255075314102,"{""K"": 0.0, ""B1"": 0.19565031863972937, ""A1"": 0.10732339997416307, ""A2"": 0.3462840365951151, ""A3"": 0.11963267719590853, ""A4"": 0.010687320640201836, ""B2"": 0.5238204640343459}","{""K"": 0.19565031863972937, ""B1"": 0.9116730813344338, ""A1"": 0.238960636620952, ""A2"": 0.7733486406007936, ""A3"": 0.8910546434442934, ""A4"": 0.5131331433941441, ""B2"": 0.4761795359656541}","[0.09782515931986469, 0.15148685930694622, 0.22680371828463908, 0.23295835689551184, 0.06515999891805518, 0.26725389233727387, 0.26191023201717295]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",73.0,82.0,11.6914,42.7019,17.9549,3.7394,0.226169,plus,0,0,0.010688172043010811,100.0,0.0,1.821991508891156,0,True,0.1042253456947848,0.5693256134990635,False,245.0,77.0,0,1
v3:4-6/r283:t105,v3,random,105,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.707456626151583,8.795917945467542,0.7019358939093999,8.727277825344142,"{""K"": 0.0, ""B1"": 0.7019358939093999, ""A1"": 0.8167702879055441, ""A2"": 0.2847350312888254, ""A3"": 0.4583171124762522, ""A4"": 0.9604239619229615, ""B2"": 0.4784022855729154}","{""K"": 0.7019358939093999, ""B1"": 0.11483439399614415, ""A1"": 0.4679647433832813, ""A2"": 0.17358208118742682, ""A3"": 0.5021068494467094, ""A4"": 0.5179783236499539, ""B2"": 0.5215977144270846}","[0.35096794695469996, 0.7593530909074719, 0.5507526595971847, 0.3715260718825388, 0.7093705371996069, 0.7194131237479385, 0.2392011427864577]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",56.0,30.0,5.7575,8.029,4.7546,3.7358,0.066296,plus,0,0,0.02008602150537636,100.0,0.0,1.8260849778844104,0,True,0.2771681832310692,0.5693256134990635,False,43.0,4.0,1,1
v3:4-6/r283:t106,v3,random,106,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,14.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.6420252713115622,7.982399763633059,0.7009083250302447,8.714501902114005,"{""K"": 0.0, ""B1"": 0.7009083250302447, ""A1"": 0.49035323047835777, ""A2"": 0.5111923221847904, ""A3"": 0.4618169144763643, ""A4"": 0.26532218262490015, ""B2"": 0.5511820898177094}","{""K"": 0.7009083250302447, ""B1"": 0.7894449054481131, ""A1"": 0.020839091706432566, ""A2"": 0.9506245922915739, ""A3"": 0.8035052681485358, ""A4"": 0.28585990719280924, ""B2"": 0.4488179101822906}","[0.35045416251512235, 0.5956307777543012, 0.500772776331574, 0.4865046183305773, 0.3635695485506322, 0.4082521362213048, 0.2755910449088547]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",27.0,87.0,1.213,5.3858,13.0138,3.7369,0.115146,minus,0,0,0.02083870967741935,100.0,0.0,1.7507575768341956,0,True,0.0912765725534339,0.5693256134990635,False,262.0,84.0,0,1
v3:4-6/r283:t107,v3,random,107,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6644026052559819,8.260620626845766,0.9789808366560484,12.171820562702207,"{""K"": 0.0, ""B1"": 0.9789808366560484, ""A1"": 0.2857123127560969, ""A2"": 0.9621107131684027, ""A3"": 0.41476278701370106, ""A4"": 0.9142688754154101, ""B2"": 0.5269202914510905}","{""K"": 0.9789808366560484, ""B1"": 0.30673147610004853, ""A1"": 0.6763984004123058, ""A2"": 0.4526520738452983, ""A3"": 0.49950608840170907, ""A4"": 0.6126514160356804, ""B2"": 0.47307970854890946}","[0.4894904183280242, 0.6323465747060727, 0.6239115129622498, 0.688436750091052, 0.6645158312145556, 0.7205945834332503, 0.26346014572554527]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",50.0,80.0,1.2479,9.736,15.0203,3.7357,0.061855,plus,0,0,0.016860215053763363,100.0,0.0,1.888174760551571,0,True,0.1226846081822172,0.5693256134990635,False,191.0,61.0,0,1
v3:4-6/r283:t108,v3,random,108,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7458640805051905,9.27344378168218,0.5762317106294091,7.164378220392386,"{""K"": 0.0, ""B1"": 0.5762317106294091, ""A1"": 0.9449639924280648, ""A2"": 0.01731941954234162, ""A3"": 0.6411776934312481, ""A4"": 0.3046058109102784, ""B2"": 0.5301433544446527}","{""K"": 0.5762317106294091, ""B1"": 0.36873228179865564, ""A1"": 0.07235542711427682, ""A2"": 0.6238582738889065, ""A3"": 0.6634281174790303, ""A4"": 0.22553754353437422, ""B2"": 0.4698566455553474}","[0.28811585531470457, 0.7605978515287369, 0.48114170598520317, 0.32924855648679485, 0.47289175217076324, 0.4173745826774655, 0.26507167722232633]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",59.0,31.0,5.4742,66.5505,17.4366,3.7482,0.61697,plus,0,0,0.017311827956989247,100.0,0.0,1.8095811173210696,0,True,0.2094060960371069,0.5693256134990635,False,85.0,22.0,1,1
v3:4-6/r283:t109,v3,random,109,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,17.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.824032992239453,10.24532998372582,0.5910632866622046,7.348781505292116,"{""K"": 0.0, ""B1"": 0.5910632866622046, ""A1"": 0.21906401849365353, ""A2"": 0.2765279096808563, ""A3"": 0.6403430289284053, ""A4"": 0.2655826694800265, ""B2"": 0.5063046483605379}","{""K"": 0.5910632866622046, ""B1"": 0.628000731831449, ""A1"": 0.057463891187202756, ""A2"": 0.363815119247549, ""A3"": 0.6252396405516212, ""A4"": 0.2407219788805114, ""B2"": 0.4936953516394621}","[0.2955316433311023, 0.4050636525779291, 0.24779596408725488, 0.45843546930463075, 0.4529628492042159, 0.3859436589202822, 0.25315232418026895]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",23.0,49.0,2.7197,27.6152,10.1576,3.7484,0.625852,plus,0,0,0.010946236559139792,100.0,0.0,1.805236177417186,0,True,0.0952423119792947,0.5693256134990635,False,258.0,83.0,0,1
v3:4-6/r283:t110,v3,random,110,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7502078541655949,9.327450593235337,0.039462744039460707,0.4906464165334018,"{""K"": 0.0, ""B1"": 0.039462744039460707, ""A1"": 0.8237148270050358, ""A2"": 0.13888047295536132, ""A3"": 0.5764764724756282, ""A4"": 0.7965829713928153, ""B2"": 0.4120077907533267}","{""K"": 0.039462744039460707, ""B1"": 0.7842520829655751, ""A1"": 0.3151656459503255, ""A2"": 0.43759599952026684, ""A3"": 0.22010649891718712, ""A4"": 0.6154248193605114, ""B2"": 0.5879922092466733}","[0.019731372019730353, 0.4315887855222483, 0.4812976499801986, 0.35767847271549474, 0.6865297219342218, 0.604295381073071, 0.20600389537666336]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",69.0,21.0,11.2134,54.7265,6.8717,3.7408,0.288342,plus,0,0,0.027118279569892458,100.0,0.0,1.761238924449535,0,True,0.2374942698511336,0.5693256134990635,False,57.0,8.0,1,1
v3:4-6/r283:t111,v3,random,111,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,24.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,0.831281966500253,10.335457604882825,0.10855904656228244,1.3497314612690197,"{""K"": 0.0, ""B1"": 0.10855904656228244, ""A1"": 0.9622813783654784, ""A2"": 0.23206494460074364, ""A3"": 0.45764094872903743, ""A4"": 0.3013701629202352, ""B2"": 0.5050721308128547}","{""K"": 0.10855904656228244, ""B1"": 0.8537223318031961, ""A1"": 0.2697835662352652, ""A2"": 0.22557600412829376, ""A3"": 0.8437292141911978, ""A4"": 0.20370196789261955, ""B2"": 0.49492786918714526}","[0.05427952328114122, 0.5354202124638805, 0.5971731614831111, 0.3448529466648905, 0.3795055558246363, 0.403221146866545, 0.25253606540642737]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",20.0,12.0,8.2102,13.1837,16.4674,3.7439,0.42601,plus,0,0,0.0377204301075269,100.0,0.0,1.725614908306675,0,True,0.0963163133293841,0.5693256134990635,False,255.0,82.0,0,1
v3:4-6/r283:t112,v3,random,112,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6304534630754979,7.838525677275575,0.0661047942479952,0.8218911584309564,"{""K"": 0.0, ""B1"": 0.0661047942479952, ""A1"": 0.5103808241396803, ""A2"": 0.42938533201102447, ""A3"": 0.7305426731829705, ""A4"": 0.2616465404080559, ""B2"": 0.6250691383941417}","{""K"": 0.0661047942479952, ""B1"": 0.4442760298916852, ""A1"": 0.9190045078713441, ""A2"": 0.30115734117194604, ""A3"": 0.5311038672250853, ""A4"": 0.3634225979860858, ""B2"": 0.3749308616058583}","[0.0330523971239976, 0.28824280919383777, 0.46988307807535246, 0.5799640025969975, 0.49609460679551315, 0.44335783940109874, 0.31253456919707084]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",62.0,33.0,11.6897,40.2279,9.5728,3.7378,0.155114,minus,0,0,0.06610752688172045,100.0,0.0,1.7822171078707314,0,True,0.1111064397046759,0.5693256134990635,False,220.0,69.0,0,1
v3:4-6/r283:t113,v3,random,113,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6371819479399596,7.922181973050301,0.48320459746674577,6.007757695776385,"{""K"": 0.0, ""B1"": 0.48320459746674577, ""A1"": 0.15562864290262157, ""A2"": 0.9556438218325564, ""A3"": 0.5184004828506615, ""A4"": 0.5040531022193531, ""B2"": 0.5008540194948302}","{""K"": 0.48320459746674577, ""B1"": 0.6724240454358759, ""A1"": 0.8000151789299348, ""A2"": 0.5627566610181052, ""A3"": 0.9856526193686915, ""A4"": 0.9968009172754773, ""B2"": 0.4991459805051698}","[0.24160229873337288, 0.3194166201846837, 0.555636232367589, 0.737022152341609, 0.5112267925350074, 0.5024535608570917, 0.2504270097474151]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",48.0,35.0,3.6665,49.6539,6.6665,3.7389,0.203964,plus,0,0,0.0031827956989247458,100.0,0.0,1.9063606131643265,0,True,0.0797265708939774,0.5693256134990635,False,287.0,90.0,0,1
v3:4-6/r283:t114,v3,random,114,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6936444955431219,8.624189583624377,0.7966124720891716,9.90440640431724,"{""K"": 0.0, ""B1"": 0.7966124720891716, ""A1"": 0.7959467757775777, ""A2"": 0.516905599649676, ""A3"": 0.6890588726361092, ""A4"": 0.9643230786639929, ""B2"": 0.5490317002377146}","{""K"": 0.7966124720891716, ""B1"": 0.999334303688406, ""A1"": 0.7209588238720983, ""A2"": 0.17215327298643318, ""A3"": 0.2752642060278837, ""A4"": 0.5847086215737217, ""B2"": 0.45096829976228536}","[0.3983062360445858, 0.7962796239333747, 0.6564261877136268, 0.6029822361428926, 0.826690975650051, 0.7566773894508538, 0.2745158501188573]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",54.0,59.0,9.5,23.0734,13.3458,3.7539,0.870102,plus,0,0,0.0006666666666666471,100.0,0.0,1.8234376686583424,0,True,0.1332233624933795,0.5693256134990635,False,179.0,56.0,1,1
v3:4-6/r283:t115,v3,random,115,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6251650309863102,7.772773780979525,0.2965379441095475,3.686902246281807,"{""K"": 0.0, ""B1"": 0.2965379441095475, ""A1"": 0.18959134517540766, ""A2"": 0.5557896218938194, ""A3"": 0.06535046406164224, ""A4"": 0.2656981154884911, ""B2"": 0.5576641487083738}","{""K"": 0.2965379441095475, ""B1"": 0.8930534010658603, ""A1"": 0.36619827671841176, ""A2"": 0.5095608421678228, ""A3"": 0.20034765142684888, ""A4"": 0.2919660332198827, ""B2"": 0.4423358512916262}","[0.14826897205477374, 0.24306464464247754, 0.37269048353461354, 0.31057004297773083, 0.1655242897750667, 0.4116811320984325, 0.2788320743541869]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",56.0,32.0,7.8125,65.3395,3.0429,3.7404,0.270578,plus,0,0,0.0018924731182795845,100.0,0.0,1.837030060954385,0,True,0.1158424853457843,0.5693256134990635,False,206.0,66.0,0,1
v3:4-6/r283:t116,v3,random,116,bo,4-6/r283,7,sparse_7,sparse,4-6,7.4,0.8686,0.8501075268817204,1.0,0.6521131619803346,0.6521131619803346,0.0703225806451613,4650.0,374.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6910560652481615,8.592007228352811,0.34563647233847083,4.297351861962271,"{""K"": 0.0, ""B1"": 0.34563647233847083, ""A1"": 0.8407075883814833, ""A2"": 0.4311314745676008, ""A3"": 0.9217412048880631, ""A4"": 0.9454641363756225, ""B2"": 0.47691133436965116}","{""K"": 0.34563647233847083, ""B1"": 0.4950711160430125, ""A1"": 0.5904238861861175, ""A2"": 0.49060973032046234, ""A3"": 0.023722931487559388, ""A4"": 0.5314471979940286, ""B2"": 0.5230886656303488}","[0.17281823616923542, 0.5931720303599771, 0.635919531474542, 0.6764363397278319, 0.9336026706318428, 0.7111877353726368, 0.23845566718482558]","[""K"", ""B1"", ""A1"", ""A2"", ""A3"", ""A4"", ""B2""]",54.0,79.0,5.2045,66.0298,16.1007,3.7389,0.203964,plus,0,0,0.023720430107526922,100.0,0.0,1.8117448333580524,0,True,0.1469513936231187,0.5693256134990635,False,156.0,48.0,1,1
